 id  |                             title                             |                                 author                                 |                  genre                   
 883 | Les Vacances                                                  | Florent Carton                                                         | comédie
 884 | La Comtesse d'Escarbagnas                                     | Jean-Baptiste Poquelin                                                 | comédie
 885 | Les Bourgeoises de qualité                                    | Florent Carton                                                         | comédie
 886 | L'Ecole des femmes                                            | Jean-Baptiste Poquelin                                                 | comédie
 192 | Zénéïde                                                       | Louis de Cahusac                                                       | comédie
 887 | Les Fourberies de Scapin                                      | Jean-Baptiste Poquelin                                                 | comédie
 888 | Le Dépit amoureux                                             | Jean-Baptiste Poquelin                                                 | comédie
 889 | L'Orphelin de la Chine                                        | François-Marie d'Arouet                                                | tragédie
 890 | La Fausse Agnès ou le Poète campagnard                        | Philippe Néricault                                                     | comédie
 891 | Le Festin de Pierre                                           | Thomas Corneille; Jean-Baptiste Poquelin                               | comédie
 896 | Oedipe                                                        | François-Marie d'Arouet                                                | tragédie
 897 | Le Baron d'Albikrac                                           | Pierre Corneille                                                       | comédie
 898 | Colin-Maillard                                                | Florent Carton                                                         | comédie
 899 | Le Misanthrope                                                | Jean-Baptiste Poquelin                                                 | comédie
 900 | Démocrite amoureux                                            | Jean-Baptiste Poquelin                                                 | comédie
 901 | Amphitryon                                                    | Jean-Baptiste Poquelin                                                 | comédie
 902 | Les Dehors trompeurs ou l'Homme du jour                       | Louis de Boissy                                                        | comédie
 903 | Les Bourgeoises à la mode                                     | Florent Carton; de Saint-Yon / Saintyon / Sainctyon                    | comédie
 904 | Le Malade imaginaire                                          | Jean-Baptiste Poquelin                                                 | comédie
 905 | Le Galant jardinier                                           | Florent Carton                                                         | comédie
 906 | Brutus                                                        | François-Marie d'Arouet                                                | tragédie
 208 | Le Préjugé à la mode                                          | Pierre-Claude Nivelle de La Chaussée                                   | comédie
 213 | La Coquette corrigée                                          | Jean-Baptiste Sauvé                                                    | comédie
 230 | Les Etrennes de l'amitié, de l'amour et de la nature          | Louis-François Archambault                                             | comédie
 263 | Le Droit du seigneur                                          | François-Marie Arouet dit Voltaire                                     | comédie
 907 | Didon                                                         | Jean-Jacques le Franc de Pompignan                                     | tragédie
 278 | L'Orphelin anglais ou le Menuisier de Londres                 | Le marquis Charles-Henri de Longueil                                   | drame
 187 | Tancrède                                                      | François-Marie Arouet dit Voltaire                                     | tragédie
 229 | Irène                                                         | François-Marie Arouet dit Voltaire                                     | tragédie
 908 | Les Bourgeoises à la mode                                     | Florent Carton; de Saint-Yon / Saintyon / Sainctyon                    | comédie
  51 | L'Etourdi ou Les Contretemps                                  | Jean-Baptiste Poquelin dit Molière                                     | comédie
  52 | L'Homme à bonne fortune                                       | Michel Boiron / Boyron dit Baron                                       | comédie
  45 | L'Epreuve réciproque                                          | Robert Alain; Marc-Antoine Legrand / Le Grand                          | comédie
 909 | L’ Ile déserte                                                | Jean-Baptiste Collet de Messine                                        | comédie
  56 | L'Usurier gentilhomme                                         | Marc-Antoine Legrand / Le Grand                                        | comédie
  49 | L'Eté des coquettes                                           | Florent Carton dit Dancourt                                            | comédie
 910 | Le Moulin de Javelle                                          | Florent Carton                                                         | comédie
 911 | Le Triple mariage                                             | Philippe Néricault                                                     | comédie
  53 | L'Impromptu de campagne                                       | Philippe Poisson                                                       | comédie
 912 | Le Grondeur                                                   | Jean-François Regnard                                                  | comédie
 269 | La Fête de village                                            | François-Georges Fouques Deshayes dit Desfontaines                     |  intermède, musique, vers
 913 | Le Réconciliation normande                                    | Charles du Fresny / Dufresny                                           | comédie
 251 | Jodelet ou le Maître valet                                    | Paul Scarron                                                           | comédie
 276 | Le Médecin de l'amour                                         | Louis Anseaume; Pierre-Augustin Lefèvre de Marcouville dit Marcouville | musique, opéra comique, vaudeville, vers
 914 | L’ Andrienne                                                  | Michel Boiron / Boyron                                                 | comédie
 915 | Attendez-moi sous l’orme                                      | Jean-François Regnard                                                  | comédie
 916 | L'Epreuve réciproque                                          | Marc-Antoine Legrand / Le Grand                                        | comédie
 917 | Dom Juan ou Le Festin de Pierre                               | Jean-Baptiste Poquelin                                                 | comédie
 918 | L’ Irrésolu                                                   | Philippe Néricault                                                     | comédie
 919 | L'Anglomane ou l'Orpheline léguée                             | Bernard-Joseph Saurin                                                  | comédie
 920 | Sophonisbe                                                    | François-Marie d'Arouet                                                | tragédie
 921 | Monsieur de Pourceaugnac                                      | Jean-Baptiste Poquelin                                                 | comédie
 922 | Les Noms changés ou l'indifférent corrigé                     | Pierre Nicolas Brunet Debaines                                         | comédie
 923 | L’ Indiscret                                                  | François-Marie d'Arouet                                                | comédie
 924 | Manlius Capitolinus                                           | Antoine de la Fosse d'Aubigny                                          | tragédie
 925 | L’ Etourderie                                                 | Christophe-Barthélémy Fagan de Lugny                                   | comédie
 926 | Les Amazones modernes ou le Triomphe des dames                | Marc-Antoine Legrand / Le Grand                                        | comédie
 927 | L’ Epoux par supercherie                                      | Louis de Boissy                                                        | comédie
  47 | L'Esprit de contradiction                                     | Charles du Fresny / Dufresny                                           | comédie
  48 | L'Esprit follet ou La Dame invisible                          | Noël Lebreton de Hauteroche                                            | comédie
  54 | L'Oracle                                                      | Germain-François Poullain de Saint-Foix                                | comédie
  94 | Le Cid                                                        | Pierre Corneille                                                       | tragédie
  97 | Le Comte de Warwick                                           | Jean-François de la Harpe                                              | tragédie
 138 | Le Siège de Calais                                            | Pierre-Laurent Buirette                                                | tragédie
 149 | Les Chérusques                                                | Jean-Grégoire  Bauvin                                                  | tragédie
 168 | Manlius Capitolinus                                           | Antoine de la Fosse dAubigny                                           | tragédie
 169 | Médée                                                         | Hilaire-Bernard de Requeleyne, baron de Longepierre                    | tragédie
 170 | Médée                                                         | Pierre Corneille                                                       | tragédie
 173 | Mithridate                                                    | Jean Racine                                                            | tragédie
 176 | Nicomède                                                      | Pierre Corneille                                                       | tragédie
 178 | Orphanis                                                      | Adrien-Michel-Hyacinthe Blin de Sainmore                               | tragédie
 179 | Phèdre et Hippolyte                                           | Jean Racine                                                            | tragédie
 180 | Polyeucte martyr                                              | Pierre Corneille                                                       | tragédie
 241 | Atrée et Thyeste                                              | Prosper Jolyot de Crébillon dit Crébillon père                         | tragédie
 336 | Le Rendez-vous ou l'amour supposé                             | Christophe-Barthélémy Fagan de Lugny                                   | comédie
 244 | Horace                                                        | Pierre Corneille                                                       | tragédie
 321 | La Surprise de l'amour                                        | Pierre Carlet de Chamblain de Marivaux                                 | comédie
 181 | Régulus                                                       | Claude-Joseph Dorat                                                    | tragédie
 182 | Rhadamiste et Zénobie                                         | Prosper Jolyot de Crébillon                                            | tragédie
 183 | Rodogune, Princesse des Parthes                               | Pierre Corneille                                                       | tragédie
 189 | Térée et Philomèle                                            | Antoine Renou                                                          | tragédie
 191 | Venceslas                                                     | Jean de Rotrou                                                         | tragédie
 205 | Mustapha et Zéangir                                           | Sébastien-Roch-Nicolas de Chamfort                                     | tragédie
 227 | Gabrielle de Vergy                                            | Pierre-Laurent Buirette                                                | tragédie
 234 | Beverlei                                                      | Bernard-Joseph Saurin                                                  | tragédie
 245 | Pierre le Grand                                               | Joseph-Gaspard Dubois-Fontanelle                                       | tragédie
 272 | Inès de Castro                                                | Antoine Houdar / Houdard de La Motte / La Mothe                        | tragédie
 277 | Oedipe chez Admète                                            | Jean-François Ducis                                                    | tragédie
 315 | Tartuffe ou L'Imposteur                                       | Jean-Baptiste Poquelin dit Molière                                     | comédie
 326 | Warwick                                                       | Louis de Cahusac                                                       | tragédie
 334 | Les Arsacides                                                 | Peyraud de Beaussol                                                    | tragédie
 347 | Le Comte d'Essex                                              | Thomas Corneille                                                       | tragédie
 391 | Loredan                                                       | Joseph-Gaspard Dubois-Fontanelle                                       | tragédie
 393 | Blanche et Guiscard                                           | Bernard-Joseph Saurin                                                  | tragédie
 124 | Le Médecin par occasion                                       | Louis de Boissy                                                        | comédie
 125 | Le Menteur                                                    | Pierre Corneille                                                       | comédie
 126 | Le Mercure galant ou la Comédie sans titre                    | Edme Boursault                                                         | comédie
 129 | Le Muet                                                       | David-Augustin de Brueys; Jean de Palaprat, seigneur de Bigot          | comédie
 338 | La Serénade                                                   | Jean-François Regnard                                                  | comédie
 130 | Le Père de famille                                            | Denis Diderot                                                          | comédie
 172 | Mérope ou La Mérope française                                 | François-Marie Arouet dit Voltaire                                     | tragédie
  55 | L'Orphelin de la Chine                                        | François-Marie Arouet dit Voltaire                                     | tragédie
 287 | Œdipe                                                         | François-Marie Arouet dit Voltaire                                     | tragédie
 260 | Agathocle                                                     | François-Marie Arouet dit Voltaire                                     | tragédie
 266 | Rome sauvée, ou Catilina                                      | François-Marie Arouet dit Voltaire                                     | tragédie
 123 | Le Médecin malgré lui                                         | Jean-Baptiste Poquelin dit Molière                                     | comédie
 127 | Le Misanthrope                                                | Jean-Baptiste Poquelin dit Molière                                     | comédie
 128 | Le Moulin de Javelle                                          | Florent Carton dit Dancourt                                            | comédie
 727 | La Coquette de village ou le lot supposé                      | Charles du Fresny / Dufresny                                           | comédie
 403 | Zuma                                                          | Pierre-François-Alexandre le Fèvre                                     | tragédie
 442 | Zelmire                                                       | Pierre-Laurent Buirette  dit Dormont de Belloy                         | tragédie
  71 | La Femme juge et partie                                       | Antoine Jacob Montfleury                                               | comédie
  72 | La Gageure imprévue                                           | Michel-Jean Sedaine                                                    | comédie
  73 | La Gouvernante                                                | Pierre-Claude Nivelle de La Chaussée                                   | comédie
  74 | La Jeune indienne                                             | Sébastien-Roch-Nicholas de Chamfort                                    | comédie
  75 | La Manie des arts ou la Matinée à la mode                     | Marc-Antoine-Jacques Rochon de Chabannes                               | comédie
  79 | La Partie de chasse de Henri IV                               | Charles Collé                                                          | comédie
  80 | La Pupille                                                    | Christophe-Barthélémy Fagan de Lugny                                   | comédie
  81 | La Réconciliation normande                                    | Charles du Fresny / Dufresny                                           | comédie
  82 | La Sérénade                                                   | Jean-François Regnard                                                  | comédie
 402 | Le Chevalier français à Turin                                 | Claude-Joseph  Dorat                                                   | comédie
 167 | Mahomet ou le Fanatisme                                       | François-Marie Arouet dit Voltaire                                     | tragédie
  76 | La Métamorphose amoureuse                                     | Marc-Antoine Legrand / Le Grand                                        | comédie
  78 | La Nouveauté                                                  | Marc-Antoine Legrand / Le Grand                                        | comédie
 706 | Les Poupées                                                   | Marc-Antoine Legrand / Le Grand                                        | comédie
 343 | Le Mariage clandestin                                         | Pierre-René Le Monnier / Lemonnier                                     | comédie
 100 | Le Dépit amoureux                                             | Jean-Baptiste Poquelin dit Molière                                     | comédie
 105 | Le Festin de Pierre                                           | Thomas Corneille; Jean-Baptiste Poquelin dit Molière                   | comédie
 118 | Le Malade imaginaire                                          | Jean-Baptiste Poquelin dit Molière                                     | comédie
 311 | L'Ecole des femmes                                            | Jean-Baptiste Poquelin dit Molière                                     | comédie
  57 | L'Andrienne                                                   | Michel Boiron / Boyron dit Baron                                       | comédie
 109 | Le Galant jardinier                                           | Florent Carton dit Dancourt                                            | comédie
 120 | Le Mari retrouvé                                              | Florent Carton dit Dancourt                                            | comédie
  62 | L'Irrésolu                                                    | Philippe Néricault dit Destouches                                      | comédie
 111 | Le Glorieux                                                   | Philippe Néricault dit Destouches                                      | comédie
 387 | Le Philosophe marié ou le Mari honteux de l'être              | Philippe Néricault dit Destouches                                      | comédie
  84 | Le Babillard                                                  | Louis de Boissy                                                        | comédie
  85 | Le Barbier de Séville ou la Précaution inutile                | Pierre-Augustin Caron de Beaumarchais                                  | comédie
  60 | L'Ile déserte                                                 | Jean-Baptiste Collet de Messine                                        | comédie
  95 | Le Cocher supposé                                             | Noël Lebreton de Hauteroche                                            | comédie
  98 | Le Consentement forcé                                         | Michel Guyot de Merville                                               | comédie
  99 | Le Dédit                                                      | Charles du Fresny / Dufresny                                           | comédie
 102 | Le Distrait                                                   | Jean-François Regnard                                                  | comédie
 103 | Le Fat puni                                                   | Antoine de Fériol de Pont-de-Veyle                                     | comédie
 104 | Le Faux savant                                                | Jacques du Vaure                                                       | comédie
 106 | Le Florentin                                                  | Charles Chevillet; Jean de La Fontaine                                 | comédie
 107 | Le Français à Londres                                         | Louis de Boissy                                                        | comédie
 110 | Le Gâteau des rois ou Monsieur Petau                          | Barthélémy Imbert                                                      | comédie
 113 | Le Grondeur                                                   | David-Augustin de Brueys; Jean de Palaprat, seigneur de Bigot          | comédie
 114 | Le Jaloux désabusé                                            | Jean-Galbert de Campistron                                             | comédie
 115 | Le Joueur                                                     | Jean-François Regnard                                                  | comédie
 116 | Le Légataire universel                                        | Jean-François Regnard                                                  | comédie
 117 | Le Legs                                                       | Pierre Carlet de Chamblain de Marivaux                                 | comédie
 119 | Le Marchand de Smyrne                                         | Sébastien-Roch-Nicholas de Chamfort                                    | comédie
 121 | Le Mariage fait et rompu                                      | Charles du Fresny / Dufresny                                           | comédie
 122 | Le Méchant                                                    | Jean-Baptiste-Louis Gresset                                            | comédie
 383 | Le Double Veuvage                                             | Charles du Fresny / Dufresny                                           | comédie
 385 | Le Baron d'Albikrac                                           | Thomas Corneille                                                       | comédie
 132 | Le Philosophe sans le savoir                                  | Michel-Jean Sedaine                                                    | comédie
 133 | Le Préjugé vaincu                                             | Pierre Carlet de Chamblain de Marivaux                                 | comédie
 136 | Le Retour imprévu                                             | Jean-François Regnard                                                  | comédie
 137 | Le Sage étourdi                                               | Louis de Boissy                                                        | comédie
 139 | Le Somnambule                                                 | Antoine de Fériol de Pont-de-Veyle                                     | comédie
 142 | Le Tuteur dupé                                                | Jean-François Cailhava d’Estendoux                                     | comédie
 144 | Les Amants généreux                                           | Marc-Antoine-Jacques Rochon de Chabannes                               | comédie
 152 | Les Etrennes de l’amour                                       | Jean-François Cailhava d’Estendoux                                     | comédie
 153 | Les Fausses infidélités                                       | Nicolas-Thomas Barthe                                                  | comédie
 159 | Les Noms changés ou l'Indifférent corrigé                     | Pierre Nicolas Brunet Debaines                                         | comédie
 155 | Les Folies amoureuses                                         | Jean-François Regnard                                                  | comédie
 157 | Les Ménechmes ou les Jumeaux                                  | Jean-François Regnard                                                  | comédie
 158 | Les Moeurs du temps                                           | Bernard-Joseph Saurin                                                  | comédie
 160 | Les Originaux                                                 | Christophe-Barthélémy Fagan de Lugny                                   | comédie
 161 | Les Plaideurs                                                 | Jean Racine                                                            | comédie
 164 | Les Trois frères rivaux                                       | Joseph de la Font                                                      | comédie
  36 | L'Anglomanie                                                  | Bernard-Joseph Saurin                                                  | comédie
  39 | L'Avocat Patelin                                              | David-Augustin de Brueys; Jean de Palaprat, seigneur de Bigot          | comédie
  42 | L'Ecole des mères                                             | Pierre-Claude Nivelle de La Chaussée                                   | comédie
  44 | L'Epoux par supercherie                                       | Louis de Boissy                                                        | comédie
 204 | L'Egoïsme                                                     |  Jean-François Cailhava d'Estendoux                                    | comédie
 214 | L'Aveugle par crédulité                                       | Jean-Nicolas Fournelle                                                 | comédie
 222 | L'Ecole amoureuse                                             | Antoine Bret                                                           | comédie
 226 | L'Homme personnel                                             | Nicolas-Thomas Barthe                                                  | comédie
 279 | Le Veuvage trompeur                                           | Pierre-Antoine de La Place                                             | comédie
 145 | Les Amazones modernes ou le Triomphe des dames                | Marc-Antoine Legrand / Le Grand; Louis Fuzelier / Fuselier             | comédie
  37 | L'Avare                                                       | Jean-Baptiste Poquelin dit Molière                                     | comédie
  34 | L'Amour diable                                                | Marc-Antoine Legrand / Le Grand                                        | comédie
  38 | L'Aveugle clairvoyant                                         | Marc-Antoine Legrand / Le Grand                                        | comédie
 141 | Le Tuteur amoureux                                            | Florent Carton dit Dancourt                                            | comédie
 147 | Les Bourgeoises à la mode                                     | Florent Carton dit Dancourt; de Saint-Yon / Saintyon / Sainctyon       | comédie
 148 | Les Bourgeoises de qualité                                    | Florent Carton dit Dancourt                                            | comédie
 150 | Les Curieux de Compiègne                                      | Florent Carton dit Dancourt                                            | comédie
 163 | Les Trois cousines                                            | Florent Carton dit Dancourt                                            | comédie
 165 | Les Vacances                                                  | Florent Carton dit Dancourt                                            | comédie
 166 | Les Vendanges de Suresnes                                     | Florent Carton dit Dancourt                                            | comédie
 237 | L'Impatient                                                   | Étienne François de Lantier                                            | comédie
 257 | Le Chevalier français à Londres                               | Claude-Joseph Dorat                                                    | comédie
 259 | Le Naufrage ou la Pompe funèbre de Crispin                    | Joseph de la Font                                                      | comédie
 134 | Le Procureur arbitre                                          | Philippe Poisson                                                       | comédie
 140 | Le Triple mariage                                             | Philippe Néricault dit Destouches                                      | comédie
 255 | Le Médisant                                                   | Philippe Néricault dit Destouches                                      | comédie
 274 | Le Curieux impertinent                                        | Philippe Néricault dit Destouches                                      | comédie
 249 | L'Homme singulier                                             | Philippe Néricault dit Destouches                                      | comédie
 267 | Les Amants brouillés par Arlequin messager balourd            | Michel Procope-Couteaux                                                | comédie
 264 | Le Port de mer                                                | Nicolas Boindin; Antoine Houdar / Houdard de La Motte / La Mothe       | comédie
 297 | Les Dehors trompeurs ou l' Homme du jour                      | Louis de Boissy                                                        | comédie
 344 | Le Deuil                                                      | Thomas Corneille                                                       | comédie
 289 | La Comtesse d'Escarbagnas                                     | Jean-Baptiste Poquelin dit Molière                                     | comédie
 355 | La Métromanie ou le Poète                                     | Alexis Piron                                                           | comédie
 362 | Sidney                                                        | Jean-Baptiste-Louis Gresset                                            | comédie
 318 | Le Café ou l'Ecossaise                                        | François-Marie Arouet dit Voltaire                                     | comédie
 396 | Abdolonyme ou le roi berger                                   | Jean-Baptiste Collet de Messine                                        | comédie
 351 | L'Anglais à Bordeaux                                          | Charles-Simon Favart                                                   | comédie
 339 | L'Étourderie                                                  | Christophe-Barthélémy Fagan de Lugny                                   | comédie
 356 | Le Célibataire                                                | Claude-Joseph Dorat                                                    | comédie
 292 | Le Dissipateur ou l'Honnête friponne                          | Philippe Néricault dit Destouches                                      | comédie
 358 | Le Galant coureur ou l'Ouvrage d'un moment                    | Marc-Antoine Legrand / Le Grand                                        | comédie
 380 | L'Impertinent ou le billet perdu                              | Joseph-François-Edouard de Corsembleu dit Desmahis                     | comédie
 390 | Les Valets maîtres de la maison ou le tour de carnaval        | Marc-Antoine-Jacques Rochon de Chabannes                               | comédie
 365 | L'Épreuve Réciproque                                          | Marc-Antoine Legrand / Le Grand                                        | comédie
 290 | Le Chevalier à la mode                                        | Florent Carton dit Dancourt                                            | comédie
 250 | L'Avare amoureux                                              | Jean du Mas d'Aigueberre / Ayguebere                                   | comédie
 929 | Phèdre et Hippolyte                                           | Jean-Baptiste Poquelin dit Molière                                     | comédie
 930 | Le Siège de Calais                                            | Florent Carton dit Dancourt                                            | comédie
 931 | Le Glorieux                                                   | Marc-Antoine Legrand / Le Grand                                        | comédie
 932 | Turcaret                                                      | François-Marie Arouet dit Voltaire                                     | tragédie
 933 | Turcaret                                                      | Jean Racine                                                            | tragédie
(449 rows)

