id,title,author,genre ,Prologue,nombre d'actes,Prose/vers,"Musique, danse, machines",Date de création
4972,Coquette et la fausse prude (La),Baron,comédie,,5,prose,,
5251,Coquettes rivales (Les),Lantier (Étienne François de),comédie,,5,vers,,
5501,Corésus et Callirhoé,La Fosse (Antoine de),tragédie,,5 actes,vers,,6 FEVRIER 1786
4898,Coriolan,La Harpe (Jean François de),tragédie,,5,vers,,
4899,Coriolan,Mauger,tragédie,,5,vers,,2 MARS 1784
5502,Coriolan,"Abeille (Gaspard, abbé)",tragédie,,5 actes,vers,,10 JANV 1748
5503,Coriolan,Chaligny des Plaines (François de),tragédie,,5 actes,vers,,
4900,Corneille aux Champs-Élysées,Riouffé (Honoré),comédie,,1,vers libres,,
5504,Cornélie mère des Gracques,Barbier (Marie-Anne),tragédie,,5 actes,vers,,4 OCT 1784
5505,Cornélie vestale,Hénault (Charles-Jean-François),tragédie,,5 actes,vers,,
4901,Cosroès,Lefèvre (Pierre-François-Alexandre),tragédie,,5,vers,,
4902,Cosroès,Mauger,tragédie,,5,vers,,26 AOUT 1767
5506,Cosroès,Rotrou (Jean de) ; Ussé (Louis II Bernin de Valentinay d'),tragédie,,5 actes,vers,,20 AVR 1752
4973,Coupe enchantée (La),"La Fontaine (Jean de) ; Champmeslé (Charles Chevillet, sieur de Champmeslé, dit)",comédie,,1,prose,,
5252,Coups de l'amour et de la fortune (Les),Quinault (Philippe),tragi-comédie,,5,vers,,
5762,Courses de Tempé (Les),Piron (Alexis),pastorale,,1 acte,vers,X,
5223,Courtisanes ou l'Écueil des mœurs (Les),Palissot de Montenoy (Charles),comédie,,3,vers,,
5098,Couvent ou les Fruits du caractère et de l'éducation (Le),Laujon (Pierre),comédie,,1,prose,,
4974,Créole (La),La Morlière (Jacques Rochette de),comédie,,1,prose,X,
4903,Crispin bel esprit,"La Tuillerie (Jean-François Juvenon, sieur de La Tuillerie, dit)",comédie,,1,vers,,
4904,Crispin médecin,"Hauteroche (Noël Lebreton, sieur de)",comédie,,3,vers,,11 JUIL 1681
5507,Crispin musicien ,"Hauteroche (Noël Lebreton, sieur de)",comédie,,5 actes,vers,X,
4906,Crispin précepteur,"La Tuillerie (Jean-François Juvenon, sieur de La Tuillerie, dit)",comédie,,1,vers,,
4907,Crispin rival de son maître,Lesage (Alain-René),comédie,,1,prose,,
5591,Critique de l'École des femmes (La),Molière (Jean-Baptiste Poquelin dit),comédie,,1 acte,prose,,15 MARS 1707
5592,Critique de la Fausse antipathie (La),"La Chaussée (Pierre-Claude Nivelle de La Chaussée, dit Pierre-Claude)",comédie,,1 acte,prose/vers,,
5593,Critique du Légataire universel (La),Regnard (Jean-François),comédie,,1 acte,prose,,
4908,Cromwel,Maillet-Duclairon (Antoine),tragédie,,5,vers,,
5253,Curieux de Compiègne (Les) ou Les Camps de Compiègne,Dancourt (Florent Carton dit) ,comédie,,1,prose,X,7 JUIN 1764
5099,Curieux impertinent (Le),Destouches,comédie,,5,vers,,4 octobre 1698
5508,Cyrus,Danchet (Antoine),tragédie,,5 actes,vers,,
5594,Dame à la mode ou la Suite de la coquette (La) ,Dancourt (Florent Carton dit),comédie,,5 actes,vers,,
5763,Dames vengées ou la Dupe de soi-même (Les),Corneille (Thomas) ; Donneau de Vizé (Jean),comédie,,5 actes,prose,,
5509,Danaé ou Jupiter Crispin,La Font (Joseph de),comédie,x,1 acte,vers,,
5254,Dangers de l'opinion (Les),Laya (Jean-Louis),drame,,5,vers,,
5675,Débauché (Le),Baron (Michel Boyron dit),comédie,,1 acte,vers,,19 JANVIER 1790
5100,Dédit (Le),Du Fresny (Charles),comédie,,1,vers,,
5676,Dédit (Le),Anonyme,comédie,,5 actes,vers,,
5255,Dehors trompeurs ou l'Homme du jour (Les),Boissy (Louis de),comédie,,5,vers,,
5101,Déjeuner interrompu (Le),Montanclos (Marie-Émilie de),comédie,,2,prose,,18 FEVRIER 1740
5510,Démétrius ,"Aubry (Jean-Baptiste Aubry des Carrières, dit )",tragédie,,5 actes,vers,,
18 et 900 et 4909,Démocrite amoureux,Regnard (Jean-François),comédie,,5,vers,,
4910,Denis le tyran,Marmontel (Jean-François) ,tragédie,,5,vers,,12 JANV 1700
5102,Dénouement imprévu (Le),Marivaux (Pierre de),comédie,,1,prose,X,5 FEV 1748
5103,Dépit amoureux (Le),Molière (Jean-Baptiste Poquelin dit) ,comédie,,5,vers,,
5677,Désespoir extravagant (Le),Subligny (Adrien-Thomas Perdou de),comédie,,,,,
5595,Désolation des joueuses (La) ,Dancourt (Florent Carton dit),comédie,,1 acte,prose,,
4911,Deucalion et Pirrha,Saint-Foix (Germain-François Poullain de),comédie,X,1,prose,X,
5104,Deuil (Le),"Hauteroche (Noël Lebreton, sieur de)",comédie,,1,vers,X,20 FEV 1741
5256,Deux amis (Les),Dancourt (Louis Hurtaut),comédie bouffonne,,3,prose,,
5257,Deux amis ou le Négociant de Lyon (Les),Beaumarchais (Pierre-Augustin Caron de),drame,,5,prose,,9 AOUT 1762
5258,Deux frères (Les),Dubois de Rochefort (Guillaume),comédie,,5,vers,,13 JANVIER 1770
5259,Deux frères ou la Prévention vaincue (Les),Moissy (Alexandre-Guillaume de),comédie,,5,vers,,12 AVRIL 1785
5260,Deux nièces (Les),Boissy (Louis de),comédie,,5,vers,,27 JUILLET 1768
5261,Deux sœurs (Les),Bret (Antoine),comédie,,2,prose,,17 JANVIER 1737
5596,Devineresse ou les Faux enchantements  (La),Corneille (Thomas) ; Donneau de Vizé (Jean),comédie,,5 actes,prose,X,20 NOVEMBRE 1767
5678,Diable boiteux (Le),Dancourt (Florent Carton dit),comédie,X,1 acte,prose,X,
4912,Didon,Le Franc de Pompignan (Jean-Jacques),tragédie,,5,vers,,
5626,Dieux comédiens ou la Métempsycose des amours (Les),Dancourt (Florent Carton dit),comédie,X,3 actes,vers,X,21 JUIN 1734
4975,Discipline militaire du Nord (La),Moline (Pierre-Louis),drame ,,5,prose,,
4976,Dispute (La),Marivaux (Pierre de),comédie,,1,prose,,
5105,Dissipateur ou l'Honnête friponne (Le),Destouches,comédie,,5,vers,,
5106,Distrait (Le),Regnard (Jean-François),comédie,,5,vers,,
5679,Divorce (Le),Champmeslé (Charles Chevillet dit),comédie,,5 actes,vers,X,
5680,Divorce de l'amour et de la raison ou le Vieux monde (Le),Pellegrin (Simon-Joseph),comédie,X,3 actes,vers,X,
5681,Divorce ou les Époux mécontents (Le),Avisse (Étienne-François),comédie,X,3 actes,vers,X,
5682,Docteur extravagant (Le),Beauregard,comédie,,5 actes,vers,,
4915,Dom Pasquin d'Avalos,Montfleury (Antoine Jacob dit),intermède,,1,vers,,
5511,Don Bertrand de Cigarral ,Corneille (Thomas),comédie,,5 actes,vers,X,3 MAI 1688
5512,Don César Ursin,Lesage (Alain-René),comédie,,5 actes,prose,,
4914,Don Japhet d'Arménie,Scarron (Paul),comédie,,5,vers,X,
5513,Don Ramire et Zaïde,La Chazette (de),tragédie,,5 actes,vers,,
4916,Don Sanche d'Aragon,Corneille (Pierre),comédie héroïque,,5,vers,,
4977,Double extravagance (La),Bret (Antoine),comédie,,3,vers,,
5107,Double veuvage (Le),Du Fresny (Charles),comédie,X,3,prose,X,
5597,Dragonne ou Merlin dragon (La),Desmarres,comédie,,1 acte,prose,X,
5108,Droit du seigneur (Le) ou L'Écueil du sage,Voltaire (François-Marie Arouet dit),comédie,,3 ou 5,vers,,
5262,Druides (Les),Le Blanc de Guillet (Antoine),tragédie,,5,vers,,
5109,Duc de Surrey (Le) ou Le Comte de Neuilly,Boissy (Louis de),pièce héroïque ,,5,vers,X,7 MARS 1772
5598,Dupe amoureuse (La),"Rosimond (Claude Rose, sieur de)",comédie,,1 acte,vers,,
4918,Dupuis et Desronais - Dupuis et des Renais - Dupuis et des Ronais,Collé (Charles),comédie,,3,vers libres,,
5764,Eaux de Bourbon (Les),Dancourt (Florent Carton dit),comédie,,1 acte,prose,X,17 JANV 1763
5548,Éclipse (L'),Dancourt (Florent Carton dit),comédie,,1 acte,prose,X,
5213,École amoureuse (L'),Bret (Antoine),comédie,,1,vers libres,,
5549,École de l'hymen (L'),Pellegrin (Simon-Joseph),comédie,X,3 actes,prose/vers,X,11 SEPTEMBRE 1747
5214,École de la jeunesse ou le Retour sur soi-même (L'),La Chaussée (Pierre-Claude),comédie,,5,vers,,
5550,École des amants (L'),Jolly (François Antoine),comédie,,3 actes,vers,,22 FEVRIER 1749
5215,École des amis (L'),La Chaussée (Pierre-Claude),comédie,,5,vers,,
5216,École des bourgeois (L'),Allainval (Léonor-Jean-Christine Soulas d'),comédie,x,3,prose,,
5217,École des femmes (L'),Molière (Jean-Baptiste Poquelin dit) ,comédie,,5,prose,,
5551,École des jaloux ou le Cocu volontaire (L') ou La Fausse Turquie ou l'École des jaloux,Montfleury,comédie,,3 actes,vers,,
5218,École des maris (L'),Molière (Jean-Baptiste Poquelin dit) ,comédie,,3,prose,,
5219,École des mères (L'),La Chaussée (Pierre-Claude),comédie,,5,vers,,
5220,École des moeurs ou les Suites du libertinage (L'),Fenouillot de Falbaire de Quingey (Charles-Georges),drame,,5,vers,,
5222,École des pères (L'),Pieyre (Alexandre),comédie,,5,vers,,
5221,École des pères ou les Fils ingrats (L'),Piron (Alexis),comédie,,5,vers,,
5552,École du monde (L'),Voisenon (Claude-Henri de Fusée de),dialogue,x,1 acte,vers,,10 OCTOBRE 1728
5553,Écolier de Salamanque ou les Généreux ennemis (L'),Scarron (Paul),"tragi-comédie
",,5 actes,vers,,
5224,Écueil du sage (L'),Voltaire (François-Marie Arouet dit),comédie,,5,vers,,
4919,Edgar ou le Page supposé,Chénier (Marie-Joseph de),comédie ,,2,vers,,
5514,Édouard III,Gresset (Jean-Baptiste-Louis),tragédie,,5 actes,vers,,14 NOV 1785
5554,Effet de la prévention (L'),Anonyme,comédie,,1 acte,prose,X,
5263,Effets du caractère (Les),"Du Roullet (François-Louis Gand Le Bland, bailli)",comédie,,5,vers,,
4920,Égérie,Saint-Foix (Germain-François Poullain de),comédie,,1,prose,X,3 février 1752
5225,Égoïsme (L'),Cailhava de L'Estandoux (Jean-François),comédie,,5,vers,,9 SEPT 1747
4921,Égyptus,Marmontel (Jean-François) ,tragédie,,5,vers,,19 JUIN 1777
4922,Électre,Crébillon (Prosper Jolyot de),tragédie,,5,vers,,5 FEV 1753
5515,Électre,Longepierre (Hilaire-Bernard de),tragédie,,5 actes,vers,,14 DEC 1708
5765,Empiriques (Les),Brueys (David-Augustin de) ; Palaprat (Jean de),comédie,,3 actes,prose,,
5555,Enfant gâté (L'),Anonyme,comédie,,1 acte,prose,,
5226,Enfant prodigue ou L'École de la jeunesse (L'),Voltaire (François-Marie Arouet dit),comédie,,5,vers,,
5599,Enfants de Paris (Les) ou La Famille à la mode (La) ou Finette ,Dancourt (Florent Carton dit),comédie,,5 actes,vers,,10 OCTOBRE 1736
5264,Engagements indiscrets (Les),Devaux (François-Antoine),comédie,,1,prose,,
5766,Enlèvements (Les),Baron (Michel Boyron dit),comédie,,1 acte,prose,,26 octobre 1752
5556,Entêté (L'),Anonyme,comédie,,1 acte,prose,,
5557,Entêtement ridicule (L'),Anonyme,comédie,,1 acte,vers,,
5227,Entrevue (L'),Vigée (Louis-Jean-Baptiste-Étienne),comédie,,1,vers,,
5558,Envieux ou la Critique du Philosophe marié (L'),Destouches,comédie,,1 acte,prose,,6 DECEMBRE 1788
4923,Épicaris ou la Mort de Néron,Ximénès (Augustin-Louis de),tragédie,,5,vers,,
4924,Éponine,Chabanon (Michel Paul Guy de),tragédie,,5,vers,,2 JANV 1753
5228,Épouse à la mode (L'),La Place (Pierre-Antoine de),comédie,,3,vers,,6 DEC 1762
5229,Époux par supercherie (L'),Boissy (Louis de),comédie,,2,vers,,25 OCTOBRE 1760
5767,Époux réunis ou la Veuve fille et femme (Les),Guyot de Merville (Michel),comédie,,5 actes,vers,,9 MARS 1744
5230,Épreuve (L'),Marivaux (Pierre de),comédie,,1,prose,,
5559,Épreuve dangereuse (L'),Anonyme,comédie,,5 actes,vers,,
5231,Épreuve délicate (L'),Grouvelle (Philippe-Antoine),comédie,,3,vers,,
5232,Épreuve imprudente (L'),Mauger,comédie,,3,vers libres,,20 JUIN 1785
5233,Épreuve indiscrète (L'),Bret (Antoine),comédie,,2,vers,,4 DECEMBRE 1748
5234,Épreuve réciproque (L'),Legrand (Marc-Antoine ); Lesage (Alain-René),comédie,,1,prose,,30 JANVIER 1764
5234,Épreuve réciproque (L'),Legrand (Marc-Antoine),comédie,,1 acte,prose,,1711
5265,Épreuves (Les),Forgeot (Nicolas-Julien),comédie,,1,vers,,
4925,Éricie ou la Vestale,Dubois-Fontanelle (Joseph-Gaspard),tragédie,,3,vers,,29 JANVIER 1785
5517,Érigone,La Grange-Chancel (François-Joseph de),tragédie,,5 actes,vers,,19 AOUT 1789
5518,Ériphile,"Voltaire (François-Marie Arouet, dit)",tragédie,,5 actes,vers,,
5314,Esclavage de nègres ou l'Heureux naufrage (L'),Gouges (Olympe de),drame,,3,prose,,
4926,Ésope à la cour,Boursault (Edme) ,comédie héroïque,x,5,vers,,
5519,Ésope au Parnasse,Pesselier (Charles-Étienne),comédie,,1 acte,vers,X,16 DEC 1701
5315 et 1350,Esprit de contradiction (L'),Du Fresny (Charles),comédie,,1,prose,,
5316,Esprit follet ou la Dame invisible (L'),"Hauteroche (Noël Lebreton, sieur de)",comédie,,5,vers,,27 AOUT 1700
5317 et 5560,Été des coquettes (L'),Dancourt (Florent Carton dit) ,comédie,,1,prose,,22 FEVRIER 1684
5318,Étourderie (L'),Fagan (Barthélemy-Christophe),comédie,,1,prose,,12 JUILLET 1690
5319,Étourdi ou les Contretemps (L'),Molière (Jean-Baptiste Poquelin dit) ,comédie,,5,vers,,18 JUILLET 1737
5267,"Étrennes de l'amitié, de l'amour et de la nature (Les)",Dorvigny,comédie,,1,vers,,
5266,Étrennes de l’amour (Les),Cailhava de L'Estandoux (Jean-François),comédie-ballet,,1,prose,x,1er janvier 1780
4927,Eugénie,Beaumarchais (Pierre-Augustin Caron de),drame ,,5,prose,,1er janvier 1769
5268,Fables d'Ésope ou Ésope à la ville (Les) ou Les Fables d'Ésope,Boursault (Edme) ,comédie ,x,5,vers et vers libres,,29 JANV 1767
5110,Fabricant de Londres (Le),Fenouillot de Falbaire de Quingey (Charles-Georges),drame ,,5,prose,,
5768,Fâcheux (Les),Molière (Jean-Baptiste Poquelin dit) ,comédie-ballet,X,3,vers,(X),
4978,Famille extravagante (La),Legrand (Marc-Antoine),comédie,,1,vers,X,
5356,Fanatisme ou Mahomet le prophète (Le),Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,
5111,Fat (Le) ou Le Suffisant ou Le Petit maître dupé,Lattaignant de Bainville,comédie,,5,vers,,
5112,Fat puni (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,,1,prose,X,
5683,Faucon (Le),Barbier (Marie-Anne),comédie,,1 acte,vers,,
4979,Fausse Agnès ou le Poète campagnard (La),Destouches,comédie,,3,prose,,
4980,Fausse antipathie (La),La Chaussée (Pierre-Claude),comédie,x,3,vers,,
4981,Fausse apparence ou le Jaloux malgré lui (La),Imbert (Barthélemy),comédie,,3,vers,,
5600,Fausse comtesse (La),Allainval (Léonor-Jean-Christine Soulas d'),comédie,,1 acte,prose,X,
4982,Fausse coquette (La),Vigée (Louis-Jean-Baptiste-Étienne),comédie,,3,vers,,
5601,Fausse inconstance (La),Pellegrin (Simon-Joseph),comédie,,3 actes,vers,,
4983,Fausse inconstance ou le Triomphe de l'honnêteté (La),Beauharnais (Fanny de),comédie ,,5,prose,,
5273,Fausse présomption (La),Robert,comédie,,5,vers,,
5602,Fausse veuve ou le Jaloux sans jalousie (La),Destouches (Philippe Néricault dit),comédie,,1 acte,prose,,12 août 1789
5270,Fausses apparences (Les),Bellecour,comédie,,1,prose,,
5272,Fausses infidélités (Les),Barthe (Nicolas-Thomas),comédie,,1,vers,,17 août 1761
5684,Faux Gascon (Le),Raisin (Jacques),comédie,,1 acte,prose,,25 janvier 1768
5685,Faux honnête homme (Le),Du Fresny (Charles),comédie,,3 actes,prose,,
5114,Faux insouciant (Le),Simonet de Maisonneuve (Louis-Jean-Baptiste),comédie,,5,vers,,
5686,Faux instinct (Le),Du Fresny (Charles),comédie,,3 actes,prose,X,
5115,Faux noble (Le),Chabanon (Michel Paul Guy de),comédie,,5,vers,,
5116,Faux savant (Le) ou L'Amour précepteur ,Du Vaure (Jacques) ,comédie,,5 puis 3,prose,,
5687,Faux sincère (Le),Du Fresny (Charles),comédie,,5 actes,vers,,
5274,Fées (Les),Dancourt (Florent Carton dit) ,comédie,X,3,prose et vers libres,X,
5688,"Feint polonais, ou la Veuve impertinente (Le)","Hauteroche (Noël Lebreton, sieur de)",comédie,,3 actes,prose,,29 octobre 1699
4984,Feinte par amour (La),Dorat (Claude-Joseph),comédie,,3,vers,,
5603,Femme d'intrigues (La),Dancourt (Florent Carton dit),comédie,,5 actes,prose,,
5604,Femme fille et veuve (La),Legrand (Marc-Antoine),comédie,,1 acte,vers,,
4985,Femme juge et partie (La),Montfleury (Antoine Jacob dit),comédie,,5,vers,,
5605,Femme têtue ou le médecin hollandais (La),"Robbe, Jacques",comédie,,1 acte,vers,,
5276,Femmes savantes (Les),Molière (Jean-Baptiste Poquelin dit) ,comédie,,5,vers,,
4928,Fernand-Cortès,Piron (Alexis),tragédie,,5,vers,,
5117,Festin de Pierre (Le),Corneille (Thomas),comédie,,5,vers,,8 JANV 1744 MONTEZUME
4986,Fête de village (La),Desfontaines (François-Georges),intermède,,1,musique,x,
4987,Fête de village ou les Bourgeoises de qualité (La),Dancourt (Florent Carton dit) ,comédie,,3,prose,X,
5769,Fêtes du cours (Les),Dancourt (Florent Carton dit),comédie,X,1 acte,prose,X,
4989,Fille capitaine (La),Montfleury (Antoine Jacob dit),comédie,,5,vers,,
4990,Fille d'Aristide (La),Graffigny (Françoise de),comédie,,5,vers,,
5606,Fille médecin (La),Anonyme,comédie,,1 acte,,,
5607,Fille supposée ou l'Héroïne de roman (La),La Grange-Chancel (François-Joseph de),comédie,,3 actes,vers,,
5608,Fille valet (La),Le neveu de l'abbé Abeille (Nicolas Abeille dit),comédie,,3 actes,vers,,
5118,Fils naturel ou les Épreuves de la vertu (Le),Diderot (Denis),drame ,x,5,prose,,
5119,Financier (Le),Saint-Foix (Germain-François Poullain de),comédie,,1,prose,,
5120,Flatteur (Le),Lantier (Étienne François de),comédie,,5,vers libres,,
5689,Flatteur (Le),Rousseau (Jean-Baptiste),comédie,,5 actes,prose,,
5121,Florentin (Le),La Fontaine (Jean de),comédie,,1,vers,,
4929,Florinde,Lefèvre (Pierre-François-Alexandre),tragédie,,5,vers,,
5609,Foire de Bezons (La),Dancourt (Florent Carton dit),comédie,,1 acte,prose,X,10 NOV 1770
4991,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),comédie,,1,vers,X,
5610,Foire Saint-Germain (La),Dancourt (Florent Carton dit),comédie,,1 acte,prose,X,
4992,Folie du jour (La),Boissy (Louis de),comédie,,1,vers libres,X,
4993,Folie et l'Amour (La),Yon,comédie,,1,vers libres,X,
5277,Folies amoureuses (Les),Regnard (Jean-François),comédie,X,3,vers et vers libres,X,
5611,Folle enchère (La),Dancourt (Florent Carton dit),comédie,,1 acte,prose,,15 JANVIER 1704
5770,Fontanges maltraitées ou les Vapeurs (Les),Baron (Michel Boyron dit),comédie,,1 acte,prose,,
4994,Force du naturel (La),Destouches,comédie,,5,vers,,
5690,Fou de qualité (Le) ou Le Fou raisonnable,Poisson (Raymond),comédie,,1 acte,vers,X,
4917,Fou par amour (Le),Ségur (Joseph-Alexandre de),drame historique ,,1,vers,,
5612,Fourbe (Le),Le Noble (Eustache,comédie,,5 actes,prose,,29 JANV 1791 vérif autre titre Dorval
5278,Fourberies de Scapin (Les),Molière (Jean-Baptiste Poquelin dit) ,comédie,,3,prose,,
5771,Fous divertissants (Les),Poisson (Raymond),comédie,,3 actes,vers,X,
5772,Fragments de Molière (Les),Champmeslé (Charles Chevillet dit),comédie,,2 actes,prose,,
5122,Français à Londres (Le),Boissy (Louis de),comédie,,1,prose,,
5613,Française italienne (La),Legrand (Marc-Antoine),comédie,,1 acte,prose,X,
5520,Frontin gouverneur du château de Vertigililinguen,Anonyme,comédie,,1 acte,,,
5521,Gabinie,Brueys (David-Augustin de),tragédie,,5 actes,vers,,
4930,Gabrielle de Vergy,Belloy (Pierre Laurent de),tragédie,,5,vers,,
4995,Gageure de Village (La),Colomb de Seillans,comédie,,1,prose,X,12 JUIL 1777
4996,Gageure imprévue (La),Sedaine (Michel-Jean),comédie,,1,prose,,
5123,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),comédie,,1,prose,X,
5124,Galant jardinier (Le),Dancourt (Florent Carton dit) ,comédie,,1,prose,X,
4931,Gaston et Baïard ou Gaston et Bayard,Belloy (Pierre Laurent de),tragédie,,5,vers,,
5125,Gâteau des rois (Le),Imbert (Barthélemy),comédie,x,1,vers,,24 AVRIL 1771
5614,Gazette de Hollande (La),Dancourt (Florent Carton dit),comédie,,1 acte,prose,,
5691,Gênois (Le),Anonyme,comédie,,1 acte,,,
5692,Gentilhomme meunier (Le),Anonyme,comédie,,1 acte,,,
5693,Geôlier de soi-même ou Jodelet prince (Le),Corneille (Thomas),comédie,,5 actes,vers,,
4932,George Dandin ou le Mari confondu,Molière (Jean-Baptiste Poquelin dit) ,comédie,,3,prose,(X),
5522,Germanicus,Pradon (Nicolas),tragédie,,5 actes,vers,,
5523,Géta,Péchantrés (Nicolas de),tragédie,,5 actes,vers,,
5126,Glorieux (Le),Destouches,comédie,,5,vers,,
4997,Gouvernante (La),La Chaussée (Pierre-Claude),comédie,,5,vers,,
5279,Grâces (Les),Saint-Foix (Germain-François Poullain de),comédie,,1,prose,X,
5773,Grisettes ou Crispin chevalier (Les),Champmeslé (Charles Chevillet dit),comédie,,1 acte,vers,,23 juillet 1744
5127,Grondeur (Le),Palaprat (Jean de),comédie,x,3,prose et vers libres,,
5615,Grondeuse (La),Fagan (Barthélemy-Christophe),comédie,,1 acte,prose,X,
5694,Gros lot de Marseille (Le),Anonyme,comédie,,1 acte,prose,,
4933,Guillaume Tell,Le Mierre (Antoine-Marin) ,tragédie,,5,vers,,
5616,Guinguette de la finance (La),Dancourt (Florent Carton dit),comédie,,1 acte,prose,X,17 DEC 1766
4934,Gustave Wasa,Piron (Alexis),tragédie,,5,vers,,
5524,Habis,Gomez (Madeleine-Angélique de),tragédie,,5 actes,vers,,3 FEV 1733
4935,Hamlet,Ducis (Jean-François),tragédie,,5,vers,,
4936,Henriette,Raucourt (Françoise-Marie-Antoinette-Josèphe Saucerotte dite Mademoiselle),drame,,3,prose,,30 SEPT 1769
5280,Héraclides (Les),Marmontel (Jean-François) ,tragédie,,5,vers,,1 MARS 1782
5774,Héraclides (Les),Brie (de),tragédie,,5 actes,vers,,24 mai 1752
5775,Héraclides (Les),Danchet (Antoine),tragédie,,5 actes,vers,,
4937,"Héraclius, empereur d'Orient",Corneille (Pierre),tragédie,,5,vers,,
4938,Hercule,Renout (Jean-Julien-Constantin),tragédie,,5,vers,,
5525,Hercule,"La Tuillerie (Jean-François Juvenon de La Tuillerie, dit)",tragédie,,5 actes,vers,,28 FEV 1757
4939,Hercule au mont Œta ,Lefèvre (Pierre-François-Alexandre),tragédie,,5,vers,,
5526,Hercule et Omphale,"Palaprat (Jean de, sieur de Bigot)",comédie,,5 actes,vers,,24 MAI 1787
5561,Héritier ridicule ou la Dame intéressée (L'),Scarron (Paul),comédie,,5 actes,vers,,
5527,Hérode,"Nadal (Augustin, abbé)",tragédie,,5 actes,vers,,
4940,Hérode et Mariamne,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,
