id,title,author,genre ,Prologue,nombre d'actes,Prose/vers,"Musique, danse, machines",Date de création
5528,Héroïne (L'),Anonyme,comédie,,1 acte,,,10 AVR 1725
5128,Héros français ou le Siège de Saint-Jean-de-Lone (Les),Dussieux (Louis),drame héroïque ,,4,prose,,
5562,Heure du berger (L'),Boizard de Ponteau (Claude-Florimond),comédie,,1 acte,prose,X,
5320,Heureuse rencontre (L'),Falconnet (Françoise-Cécile) ; Rozet (Madame),comédie,,1,prose,,
4941,Heureusement,Rochon de Chabannes (Marc-Antoine-Jacques),comédie,,1,vers,,
5563,Heureux échange (L'),Anonyme,comédie,,5 actes,vers,,29 NOV 1762
5321,Heureux retour (L'),Fagan (Barthélemy-Christophe),comédie,,1,vers,X,
4942,Hirza ou les Illinois,Billardon de Sauvigny (Edme-Louis),tragédie,,5,vers,,
5322,Homme à bonne fortune (L'),Baron (Michel Boyron dit),comédie,,5,prose,,27 MAI 1767
5564,Homme à bonnes fortunes (L'),Baron (Michel Boyron dit),comédie,,5 actes,prose,,18 DECEMBRE 1686
5323,Homme personnel (L'),Barthe (Nicolas-Thomas),comédie,,5,vers,,
5324,Homme singulier (L'),Destouches,comédie,,5,vers,,21 FEVRIER 1778
5281,Hommes (Les),Saint-Foix (Germain-François Poullain de),comédie-ballet,,1,prose,X,5 NOVEMBRE 1764
5325,Honnête criminel ou l'Amour filial (L'),Fenouillot de Falbaire de Quingey (Charles-Georges),drame,,5,vers,,02 JUIN 1753
4943,Horace ou Les Horaces,Corneille (Pierre),tragédie,,5 actes,vers,,4 JANVIER 1790
5326,Hôtellerie ou le Faux ami (L'),Bret (Antoine),comédie,,5,vers,,
4944,Hylas et Sylvie,Rochon de Chabannes (Marc-Antoine-Jacques),pastorale ,,1,prose,,13 SEPTEMBRE 1785
4945,Hypermnestre,Le Mierre (Antoine-Marin) ,tragédie,,5,vers,,10 DEC 1768
4946,Hypermnestre,Riupeirous (Théodore de),tragédie,,5,vers,,31 AOUT 1758
4947,Idoménée,Le Mierre (Antoine-Marin) ,tragédie,,5,vers,,13 FEV 1704 OU LYNCEE ?
5529,Idoménée,Crébillon père (Prosper Jolyot de Crébillon dit),tragédie,,5 actes,vers,,13 FEV 1764
5166,Il y a une bonne justice ou le Paysan magistrat ou Le Paysan magistrat,Collot d'Herbois,drame ,,5,prose,,
5565,Île de la raison ou les Petits hommes (L'),Marivaux (Pierre de),comédie,X,3 actes,prose,X,
5327,Île déserte (L'),Collet de Messine (Jean-Baptiste),comédie,,1,vers,,
5328,Île sauvage (L'),Saint-Foix (Germain-François Poullain de),comédie,X,3,prose,X,23 AOUT 1758
5329,Impatient (L'),Lantier (Étienne François de),comédie,,1,vers libres,,5 JUILLET 1743
5330,Impatient (L'),Poinsinet (Antoine-Alexandre-Henri) ,comédie,,1,vers,,3 SEPTEMBRE 1778
5566,Impatient (L'),Boissy (Louis de),comédie,x,5 actes,vers,,9 JUILLET 1757
5331,Impertinent (L') ou Le Billet perdu,Desmahis (Joseph-François-Edouard de Corsembleu),comédie,,1,vers libres,,
5567,Impertinent malgré lui (L'),Boissy (Louis de),comédie,,5 actes,vers,,31 AOUT 1750
5332,Important de cour (L'),Brueys (David-Augustin de) ; Palaprat (Jean de),comédie,,5,prose,,
5333,Impromptu de campagne (L'),Poisson (Philippe),comédie,,1,vers,,15 DECEMBRE 1693
5570,Impromptu de garnison (L'),Dancourt (Florent Carton dit),comédie,,1 acte,prose,,21 DECEMBRE 1733
5568,Impromptu de la folie (L'),Legrand (Marc-Antoine),ambigu-comique,X,2 actes,prose,X,
5569,Impromptu de Suresnes (L'),Dancourt (Florent Carton dit),comédie-ballet,X,1 acte,prose,X,
5334,Inauguration du Théâtre français (L'),Imbert (Barthélemy),pièce,,1,vers,,
5571 et 5451 et 5435,Inconnu (L'),Corneille (Thomas),comédie,X,5,vers,X,9 AVRIL 1782
5336,Inconséquent (L'),Lantier (Étienne François de),comédie,,5,vers,,
5338,Inconstant (L'),Collin d'Harleville (Jean-François),comédie,,5,vers,,31 MAI 1788
5339,Indécis (L'),Dufaut,comédie,,5,vers,,13 JUIN 1786
5340,Indiscret (L'),Voltaire (François-Marie Arouet dit),comédie,,1,vers,,2 AOUT 1759
4948,Inès de Castro,La Motte (Antoine Houdar de),tragédie,,5,vers,,18 AOUT 1725
5341,Ingrat (L'),Destouches,comédie,,5,vers,,6 AVRIL 1723
4949,Ino et Mélicerte,La Grange-Chancel (François-Joseph de),tragédie,,5,vers,,28 JANVIER 1712
5342,Inquiet (L'),Fagan (Barthélemy-Christophe),comédie,,1,vers,,10 MARS 1713
4951,Iphigénie en Tauride,Guimond de La Touche (Claude),tragédie,,5,vers,,19 OCTOBRE 1765
4950,Iphigénie ou Iphigénie en Aulide,Racine (Jean),tragédie,,5,vers,,4 JUIN 1757
4952,Irène,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,
4953,Irène ou l'Innocence reconnue,Boistel d'Welles (Jean-Baptiste-Robert ou Robert),tragédie,,5,vers,,16 MARS 1778
5343,Irrésolu (L'),Destouches,comédie,,5,vers,,6 NOV 1762
5572,Italie galante ou les contes (L'),La Motte (Antoine Houdar de),ambigu-comique,X,3 actes,prose,X,5 JANVIER 1713
5617,Jalouse d'elle-même (La),Boisrobert (François Le Métel de),comédie,,5 actes,vers,,
5129,Jaloux (Le),Bret (Antoine),comédie,,3,vers,,
5130,Jaloux (Le),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,,5,vers libres,,
5695,Jaloux (Le),Baron (Michel Boyron dit),comédie,,5 actes,vers,,11 MARS 1784
5131,Jaloux désabusé (Le),Campistron (Jean Galbert de) ,comédie,,5,vers,,
5696,Jaloux honteux de l'être (Le),Du Fresny (Charles),comédie,,5 actes,prose,,
5697,Jaloux invisible (Le),"Brécourt (Guillaume Marcoureau, sieur de Brécourt, dit)",comédie,,3 actes,vers,X,
5698,Jaloux masqué (Le),Anonyme,comédie,,3 actes,,X,
5132,Jaloux sans amour (Le),Imbert (Barthélemy),comédie,,5,vers libres,,
5530,Je vous prends sans verd,"La Fontaine (Jean de) ; Champmeslé (Charles Chevillet dit)
",comédie,,1 acte,vers,X,
4954,Jean Calas,Laya (Jean-Louis),tragédie,,5,vers,,
4955,Jean-Jacques Rousseau à l'île de Saint-Pierre,"Genlis (Stéphanie-Félicité du Crest, comtesse de)",drame ,x,5,prose,,18 DEC 1790
4956,Jeanne d'Angleterre,La Place (Pierre-Antoine de),tragédie,,5,vers,,15 DEC 1791
4957,Jeanne de Naples,La Harpe (Jean François de),tragédie,,5,vers,,8 MAI 1748
4998,Jeune épouse (La),Cubières-Palmézeaux (Michel de),comédie,,3,vers,,12 DEC 1781
5133,Jeune homme (Le),Bastide (Jean-François de),comédie,,5,vers,,
5699,Jeune homme (Le),Anonyme,comédie,,1 acte,prose,,
4999,Jeune indienne (La),Chamfort (Sébastien-Roch-Nicolas de),comédie,,1,vers,,
5531,Joconde,Fagan (Barthélemy-Christophe),comédie,,1 acte,prose,X,
4958,"Jodelet, ou le Maître valet",Scarron (Paul),comédie,,5,vers,,
5532,Jonathas,Duché de Vancy (Joseph-François),tragédie,,3 actes,vers,,
5533,Joseph,"Genest (Charles-Claude, abbé)",tragédie,,5 actes,vers,,
5134,Joueur (Le),Regnard (Jean-François),comédie,,5,vers,,
5776,Joueurs (Les) ,Champmeslé (Charles Chevillet dit),comédie,,5 actes,vers,,
5618,Joueuse (La),Du Fresny (Charles),comédie,,5 actes,prose,X,
5135,Journaliste des ombres ou Momus au Champ-Élysées (Le),Aude (Joseph),pièce héroï-nationale ,,1,vers,,
5534,Judith,"Boyer (Claude, abbé)",tragédie,,5 actes,vers,,
5535,"Jugurtha, roi de Numidie",Péchantrés (Nicolas de),tragédie,,5 actes,vers,,
4961,Julie ou l'Heureuse épreuve,Saint-Foix (Germain-François Poullain de),comédie,,1,prose,,
4959,Julie ou le Bon père,Denon (Dominique-Vivant),comédie,,3,prose,,20 OCT 1746
4960,Julie ou le Triomphe de l'amitié,Marin (François-Louis-Claude),comédie,,3,prose,,14 JUIN 1769
5056,L'Assemblée,Lebeau de Schosne (Augustin-Théodore-Vincent),comédie ,,1,vers,,3 MARS 1762
5054,Lanval et Viviane ou les Fées et les chevaliers,André-Murville (Pierre-Nicolas),comédie héori-féérie,,5,vers,,
5653,"Laodamie, reine d'Epire",Bernard (Catherine),tragédie,,5 actes,vers,,
5700,Laquais fille (Le),Anonyme,comédie,,,,,
5057,Laurette,Oisemont (d'),comédie,,3,vers libres,,
5200,Le Temps passé ou le Triomphe du temps passé (Le) ,Legrand (Marc-Antoine),comédie,,1,prose,X,
5136,Légataire universel (Le),Regnard (Jean-François),comédie,,5,vers,,
5137,Legs (Le),Marivaux (Pierre de),comédie,,1,prose,,
5271,Les Fausses confidences,Marivaux (Pierre de),comédie,,3,vers,,
5275,Les Femmes,Demoustier (Charles-Albert),comédie,,4,vers,,
5296,Les Quatre sœurs,Lourdet de Santerre (Jean-Baptiste),comédie,,3,vers libres,,
5000,Liberté conquise ou le Despotisme renversé (La),Harny de Guerville,drame patriotique,,5,prose,,23 MAI 1793
5348,Loredan,Dubois-Fontanelle (Joseph-Gaspard),drame,,4,vers,,
5619,Loterie (La),Dancourt (Florent Carton dit),comédie,,1 acte,prose,,
5351,"Louis XII, Père du peuple",Ronsin (Charles-Philippe),tragédie,,3,vers,,
5352,Lovelace,Lemercier (Népomucène-Louis),comédie,,5,vers,,
5793,Lucas et Perrette,Fagan (Barthélemy-Christophe),comédie,,1 acte,prose,X,
5353,Lucrèce,Arnault (Antoine Vincent),tragédie ,,5,vers,,
5794,Lysimachus,Caux de Montlebert (Gilles de),tragédie,,5 actes,vers,,4 MAI 1792
5355,Macbeth,Ducis (Jean-François),tragédie,,5,vers,,
5282,Machabées (Les),La Motte (Antoine Houdar de),tragédie,,5,vers,,
5795,Madame Artus,Dancourt (Florent Carton dit),comédie,,5 actes,vers,,6 MARS 1722
5001,Magie de l'Amour (La),Autreau (Jacques),comédie-pastorale ,,1,vers libres,X,
5138,Magnifique (Le),La Motte (Antoine Houdar de) ,comédie,,2,prose,X,
5357,Mahomet second,"La Noue (Jean-Baptiste Sauvé de La Noue, dit)",tragédie,,5,vers,,
5796,Mahomet second,Chateaubrun (Jean-Baptiste Vivien de),tragédie,,5 actes,vers,,
5139,Maire ou le Pouvoir de la loi (Le),Laus de Boissy (Louis de),comédie patriotique,,1,prose,,
5002,Maison de campagne (La),Dancourt (Florent Carton dit),comédie,,1,prose,,
5003,Maison de Molière (La),Mercier (Louis-Sebastien),comédie,,4,prose,,
5140,Malade imaginaire (Le),Molière (Jean-Baptiste Poquelin dit) ,comédie-ballet,X,3,vers,X,
5620,Malade sans maladie (La),Du Fresny (Charles),comédie,,5 actes,prose,,
5141,Malheureux imaginaire (Le),Dorat (Claude-Joseph),comédie,,5,vers,,
5358,"Manco Capac, premier Inca du Pérou",Le Blanc de Guillet (Antoine),tragédie,,5,vers,,
5004,Manie des arts ou la Matinée à la mode (La),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,,1,prose,,12 JUIN 1763
5359,Manlius Capitolinus,La Fosse (Antoine de),tragédie,,5,vers,,
5142,Marchand de Smyrne (Le),Chamfort (Sébastien-Roch-Nicolas de),comédie,,1,prose,,
5701,Maréchal médecin (Le) ou Les Houssards ou Le Médecin de Mantes,Anonyme,comédie,,1 acte,prose,,
5702,Mari curieux (Le),Allainval (Léonor-Jean-Christine Soulas d'),comédie,,1 acte,prose,X,
5143,Mari directeur ou le Déménagement du couvent (Le),Carbon de Flins Des Oliviers (Claude-Marie-Louis-Emmanuel),comédie,,1,vers,,
5703,Mari égaré (Le),Audierne (Jacques),comédie,X,1 acte,prose,,
5144,Mari retrouvé (Le),Dancourt (Florent Carton dit) ,comédie,,1,prose,X,
5145,Mari sans femme (Le),Montfleury (Antoine Jacob dit),comédie,,5,vers,X,
5146,Mariage clandestin (Le),Lemonnier (Pierre-René),comédie,,3,vers libres,,
5704,Mariage de Bacchus et d'Ariane (Le),Donneau de Vizé (Jean),comédie héroïque,X,3 actes,vers,X,
5147,Mariage de Figaro ou la Folle journée (Le),Beaumarchais (Pierre-Augustin Caron de),comédie,,5,prose,,
5705,Mariage de rien (Le),Montfleury (Antoine Jacob dit),comédie,,1 acte,vers,X,
5148,Mariage fait et rompu (Le),Du Fresny (Charles),comédie,,3,vers,,
5706,Mariage fait par lettre de change (Le),Poisson (Philippe),comédie,,1 acte,vers,X,
5149,Mariage forcé (Le),Molière (Jean-Baptiste Poquelin dit) ,comédie,,1,prose,(X),
5150,Mariage interrompu (Le) ou La Fille supposée,Cailhava de L'Estandoux (Jean-François),comédie,,3,vers,,
5151,Mariage par dépit (Le),Bret (Antoine),comédie,,3,prose,,
5152,Mariage secret (Le),Brousse-Desfaucherets (Jean-Louis),comédie,,3,vers,,
5797,Mariamne,Nadal (Augustin),tragédie,,5 actes,vers,,
5621,Marianne (La),Tristan L'Hermite,tragédie,,5 actes,vers,,
5360,"Marie de Brabant, reine de France",Imbert (Barthélemy),tragédie,,5,vers,,
5707,Marié sans le savoir (Le),Fagan (Barthélemy-Christophe),comédie,,1 acte,prose,,9 SEPT 1789
5798,"Marie Stuart, reine d'Écosse",Tronchin (François),tragédie,,5 actes,vers,,
5799,"Marie Stuart, reine d'Écosse ",Boursault (Edme),tragédie,,5 actes,vers,,
5283,Marins ou le Médiateur maladroit (Les),Desforges (Pierre-Jean-Baptiste Choudard),comédie,,5,vers,,
5361,Marius,Caux de Montlebert (Gilles de),tragédie,,5,vers,,30 juin 1783
5362,Marius à Minturnes,Arnault (Antoine Vincent),tragédie ,,3,vers,,
5708,Marquis de l'industrie (Le),Anonyme,comédie,,5 actes,vers,,19 MAI 1791
5622,Marquise imaginaire (La),Anonyme,comédie,,1 acte,,,
5005,Matinée d'une jolie femme (La),Vigée (Louis-Jean-Baptiste-Étienne),comédie,,1,prose,,
5623,Matrone d'Éphèse (La),La Motte (Antoine Houdar de),comédie,,1 acte,prose,,
5800,Maximien,La Chaussée (Pierre-Claude),tragédie,,5 actes,vers,,
5153,Méchant (Le),Gresset (Jean-Baptiste-Louis),comédie,,5,vers,,
5777,Mécontents (Les),Le Clerc de La Bruère (Charles-Antoine),comédie,X,1 acte,vers,X,
5154,Médecin de l'amour (Le) ou Le Médecin d'amour,Anseaume (Louis) ; Laruette (Jean-Louis),opéra-comique,,,vers,X,
5709,Médecin de l'esprit (Le),Guyot de Merville (Michel),comédie,,1 acte,prose,,
5710,Médecin de village (Le),Anonyme,comédie,,1 acte,prose,X,
5155,Médecin malgré lui (Le),Molière (Jean-Baptiste Poquelin dit) ,comédie,,3,prose,X,
5156,Médecin par occasion (Le),Boissy (Louis de),comédie,,5,vers,,
5711,Médecin volant (Le),Boursault (Edme),comédie,,1 acte,vers,,
5365,Médée,Clément (Jean Marie Bernard),tragédie ,,3,vers,,
5363,Médée ou Médée et Jason,Longepierre (Hilaire-Bernard de),tragédie,,5,vers,,
5157,Médisant (Le),Destouches,comédie,,5,vers,,
5801,Médus,Deschamps (François-Michel-Chrétien),tragédie,,5 actes,vers,,
5366,Mégare,Morand (Pierre de),tragédie,,5,vers,,
5367,Mélanide,La Chaussée (Pierre-Claude),comédie,,5,vers,,19 OCTOBRE 1748
5368,Melcour et Verseuil,André-Murville (Pierre-Nicolas),comédie,,1,vers,,MAI 1741
5369,Méléagre,Lemercier (Népomucène-Louis),tragédie,,5,vers,,8 AOUT 1785
5802,Méléagre,La Grange-Chancel (François-Joseph de),tragédie,,5 actes,vers,,
5284,Ménechmes ou les Jumeaux (Les),Regnard (Jean-François),comédie,x,5,vers et vers libres,,
5158,Menteur (Le),Corneille (Pierre),comédie,,5,vers,,4 DECEMBRE 1705
5624,Méprise (La),Audierne (Jacques),comédie,X,1 acte,prose,,
5285 et 3603,Méprises (Les),"Rousseau (Pierre, de Toulouse)",comédie,,1,vers libres,X,
5286,Méprises ou le Rival par ressemblance (Les),Palissot de Montenoy (Charles),comédie,,5,vers,,25 avril 1754
5159,Mercure galant ou la Comédie sans titre (Le),Boursault (Edme) ,comédie,,4,vers,X,7 juin 1762
5006,Mère coquette ou les Amants brouillés (La),Quinault (Philippe),comédie,,5,vers,,
5007,Mère jalouse (La),Barthe (Nicolas-Thomas),comédie,,3,vers,,
5625,Mère ridicule (La),Montfort,comédie,,1 acte,,,
5803,Merlin déserteur ,Dancourt (Florent Carton dit),comédie,,1 acte,prose,,
5804,Merlin la Chaconne ,Dancourt (Florent Carton dit),comédie,,3 actes,,X,
5805,Merlin peintre ,"La Tuillerie (Jean-François Juvenon de La Tuillerie, dit)",comédie,,1 acte,prose,,
5370,Mérope,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,
5008,Métamorphose amoureuse (La),Legrand (Marc-Antoine),comédie,,1,prose,,1743
5009,Métempsychose (La) ou La Métempsicose,Yon,comédie,x,3,vers libres,,
5010,Métromanie ou le Poète (La),Piron (Alexis),comédie,,5,vers,,
5371,Minuit ou le Moment propice,Desaudras,comédie ,,1,prose,,
5160,Misanthrope (Le),Molière (Jean-Baptiste Poquelin dit) ,comédie,,5,vers,,31 DECEMBRE 1791
5372,Mithridate,Racine (Jean),tragédie,,5,vers,,
5287,Mœurs du temps (Les),Saurin (Bernard-Joseph),comédie,,1,prose,X,
5778,Mœurs du temps (Les) ou Les Façons du temps,Saint-Yon (pièce attribuée à Palaprat (Jean),comédie,,5 actes,prose,,22 DECEMBRE 1760
5373,Molière à la nouvelle salle ou les Audiences de Thalie ,La Harpe (Jean François de),comédie,,1,vers libres,,
5374,Momus fabuliste ou les Noces de Vulcain ou Momus fabuliste ou le Mariage de Vénus et de Vulcain,Fuzelier (Louis),comédie,,1,prose et vers libres,X,12 AVRIL 1782
5375,Monsieur de Crac dans son petit castel ou les Gascons,Collin d'Harleville (Jean-François),comédie,,1,vers,X,
5376,Monsieur de Pourceaugnac,Molière (Jean-Baptiste Poquelin dit) ,comédie-ballet,,3,prose,X,4 MARS 1791
5806,Montézume dernier roi du Mexique,Ferrier de la Martinière (Louis),tragédie,,5 actes,vers,,
5011,Mort d'Abel (La),Legouvé (Gabriel),tragédie,,3,vers,,
5632,Mort d'Alcide (La),Dancourt (Florent Carton dit),tragédie,,5 actes,vers,,
5627,Mort d'Alexandre (La),Louvet,tragédie,,5 actes,vers,,
5628,Mort d'Othon (La),Belin,tragédie,,5 actes,vers,,
5629,Mort d'Ulysse (La),Pellegrin (Simon-Joseph),tragédie,,5 actes,vers,,
5012,Mort de César (La),Voltaire (François-Marie Arouet dit),tragédie,,3,vers,,
5630,Mort de César (La),Barbier (Marie-Anne),tragédie,,5 actes,vers,,
5013,Mort de Molière (La),Cubières-Palmézeaux (Michel de),pièce historique,,3,vers,,
5631,Mort de Néron (La),Péchantrés (Nicolas de),tragédie,,5 actes,vers,,
5014,Mort de Pompée (La),Corneille (Pierre),tragédie,,5,vers,,
5015,Mort de Socrate (La),Billardon de Sauvigny (Edme-Louis),tragédie,,3,vers,,
5779,Mots à la mode (Les),Boursault (Edme),comédie,,1 acte,vers,,
5161,Moulin de Javelle (Le),Dancourt (Florent Carton dit) ,comédie,,1,prose,X,
5162,Muet (Le),Brueys (David-Augustin de),comédie,,5,prose,,
5163,Muet par amour (Le),Alliot,comédie,,1,vers,X,
5288,Muses rivales ou l'Apothéose de Voltaire (Les),La Harpe (Jean François de),comédie,,1,vers libres,,
5377,Mustapha et Zéangir,Chamfort (Sébastien-Roch-Nicolas de),tragédie,,5,vers,,1e FEVRIER 1779
5807,Mustapha et Zéangir,Belin (François),tragédie,,5 actes,vers,,1 NOVEMBRE 1776
5808,Myrtil et Mélicerte ,Guérin d'Estriché (Nicolas-Armand-Martial),pastorale héroïque,X,3 actes,vers ,X,
5378,Nadir ou Thamas-Kouli-Kan,Dubuisson (Pierre-Ulric),tragédie,,5,vers,,
5379,Namir,"Thibouville (Henri Lambert d'Herbigny, marquis de)",tragédie,,5,vers,,31 AOUT 1780
5380,Nanine ou le Préjugé vaincu,Voltaire (François-Marie Arouet dit),comédie,,3,vers,,12 NOVEMBRE 1759
5381,Narcisse ou l'Amant de lui-même,Rousseau (Jean-Jacques),comédie,,1,prose,,16 juin 1749
5164,Naufrage ou la Pompe funèbre de Crispin (Le) ou Crispin brûlé,La Font (Joseph de),comédie,,1,vers,X,18 décembre 1752
5712,Négligent (Le),Du Fresny (Charles),comédie,X,3 actes,prose,X,
5713,Niais de Sologne (Le),Raisin (Jacques),comédie,,1 acte,prose,,
5780,Nicandres ou les Menteurs qui ne mentent point (Les) ,Boursault (Edme),comédie,,3 actes,vers,,
5382,Nicomède,Corneille (Pierre),tragédie,,5,vers,,
5809,Nitétis,Danchet (Antoine),tragédie,,5 actes,vers,,
5810,Nitocris,Anonyme,tragédie,,5 actes,vers,,
5633,Noce de village (La),"Brécourt (Guillaume Marcoureau, sieur de Brécourt, dit)",comédie,,1 acte,prose,X,
5634,Noce interrompue (La),Du Fresny (Charles),comédie,,1 acte,prose,X,
5289,Noces hussardes (Les) ou Les Noces houzardes,Dorvigny,comédie,,4,prose,,
5290,"Noms changés, ou l'Indifférent corrigé (Les)",Brunet (Pierre-Nicolas),comédie,,3,vers,,30 janvier 1780
5714,Notaire obligeant (Le),Dancourt (Florent Carton dit),comédie,,3 actes,prose,,21 octobre 1758
5165,Nouveau monde (Le),Pellegrin (Simon-Joseph),comédie,X,3,vers libres,X,
5016,Nouveauté (La),Legrand (Marc-Antoine),comédie,,1,prose,X,
5781,Nouvellistes (Les),"Hauteroche (Noël Lebreton, sieur de)",comédie,,1 acte,prose,,
5344,Obstacle imprévu ou l'Obstacle sans obstacle (L'),Destouches,comédie,,5,prose,,
5383,Octave et le jeune Pompée ou le Triumvirat ou Les Triumvirs,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,18 OCTOBRE 1717
5384,Odmard et Zulna,Simonet de Maisonneuve (Louis-Jean-Baptiste),tragédie,,5,vers,,5 juillet 1764
5385,Œdipe,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,2 janvier 1788
5811,Œdipe,La Motte (Antoine Houdar de),tragédie,,5 actes,vers,,18 septembre 1718
5812,Œdipe ,Corneille (Pierre),tragédie,,5 actes,vers,,
5386,Œdipe chez Admète,Ducis (Jean-François),tragédie,,5,vers,,
5387,Olympie,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,4 décembre 1778
5573,Ombre de Molière (L'),Voisenon (Claude-Henri de Fusée de),prologue,,1 acte,vers,,17 mars 1764
5574,Ombre de Molière (L'),"Brécourt (Guillaume Marcoureau, sieur de Brécourt, dit)",comédie,,1 acte,prose,X,
5345,"Oncle et les Tantes, ou Chacun sa folie (L')",La Salle (Adrien-Nicolas),comédie,,3,vers,,
5575,Opéra de village (L'),Dancourt (Florent Carton dit),comédie,,1 acte,prose,X,25 NOVEMBRE 1785
5576,Opérateur (L'),Anonyme,comédie,,1 acte,,X,
5577,Opérateur Barry (L'),Dancourt (Florent Carton dit),comédie,X,1 acte,prose,X,
5578,Opiniâtre (L'),Brueys (David-Augustin de),comédie,,3 actes,vers,,
5346,Optimiste ou l'Homme content de tout (L'),Collin d'Harleville (Jean-François),comédie,,5,vers,,
5347,Oracle (L'),Saint-Foix (Germain-François Poullain de),comédie,,1,prose,X,
5579,Oracle de Delphes (L'),Moncrif (François-Augustin Paradis de),comédie,,3 actes,vers,,29 mars 1740 (Cour)/ 02 avril 1740 CF
5388,Oreste,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,
5813,Oreste,"Boyer (Claude, abbé) ; Le Clerc (Michel)",tragédie,,5 actes,vers,,12 janvier 1750
5814,Oreste et Pylade,La Grange-Chancel (François-Joseph de),tragédie,,5 actes,vers,,
5291,Originaux (Les) - Troisième partie des Caractères de Thalie,Fagan (Barthélemy-Christophe),comédie,,1,prose,X,
5389,Orphanis,Blin de Sainmore (Adrien-Michel-Hyacinthe),tragédie,,5,vers,,18 JUILLET 1737
5349,Orphelin anglais (L'),Longueil (Charles-Henri de),drame,,3,prose,,25 septembre 1773
5350,Orphelin de la Chine (L'),Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,
