id,title,author,genre ,Prologue,nombre d'actes,Prose/vers,"Musique, danse, machines",Date de création
5113,Orpheline ou le Faux généreux (L'),Bret (Antoine),comédie,,3,vers,,
5815,Othon ,Corneille (Pierre),tragédie,,5 actes,vers,,
5816,Pandore,Saint-Foix (Germain-François Poullain de),comédie,,1 acte,vers,X,1743-12-06
5292,Paniers ou la Vieille précieuse (Les) ou La Vieille Précieuse,Legrand (Marc-Antoine),comédie,,1,prose,X,
5817,Panurge ou Les Aventures et le mariage de Panurge,Pousset de Montauban (Jacques),comédie,,5 actes,,X,
5715,Parasite (Le),Tristan L'Hermite,comédie,,5 actes,vers,,
5716,Paresseux (Le),"Launay, De",comédie,x,3 actes,vers,,
5717,Parisien (Le),Champmeslé (Charles Chevillet dit),comédie,,5 actes,vers,,
5017,Parisienne (La),Dancourt (Florent Carton dit) ,comédie,,1,prose,,
5391,Paros,Mailhol (Gabriel),tragédie,,5,vers,,
5018,Partie de chasse de Henri IV (La),Collé (Charles),comédie,,3,prose,,21 janvier 1754
5718,Pastor-fido (Le),Pellegrin (Simon-Joseph),pastorale héroïque,x,3 actes,vers,,
5392,Paulin et Clairette ou les Deux espiègles,Dezède (Nicolas),comédie-opéra,,2,prose,x,
5393,Pauline,"Claret de Fleurieu (Aglaé Deslacs, comtesse)",comédie ,,2,vers,,5 janvier 1792
5818,Pélopée,Pellegrin (Simon-Joseph),tragédie,,5 actes,vers,,2 juillet 1791
5819 et 5394,Pénélope,Genest (Charles-Claude),tragédie,,5,vers,,
5167,Père de famille (Le),Diderot (Denis),comédie - drame,,5,prose,,22 janvier 1684
5168,Père désabusé (Le),Cérou (Pierre),comédie ,,1,prose,,
5719,Père intéressé ou les Vrais amis (Le),Pellegrin (Simon-Joseph),comédie,,5 actes,vers,,
5720,Père supposé (Le),Anonyme,comédie,,1 acte,,,
5169,Persifleur (Le),Billardon de Sauvigny (Edme-Louis),comédie,,3,vers,,
5019,Péruvienne (La),Boissy (Louis de),comédie,,5,vers libres,,
5721,Petit homme de la foire (Le),Raisin (Jacques),comédie,,1 acte,prose,,
5722,Petit maître de campagne ou le Vicomte de Génicourt (Le),Anonyme,comédie,,1 acte,prose,,5 JUIN 1740
5723,Petit-maître corrigé (Le),Marivaux (Pierre de),comédie,,3 actes,prose,,
5782,Petits Maîtres d'été (Les),Anonyme,comédie,,1 acte,prose,,
5820,Phaéton,Boursault (Edme),comédie,,5 actes,vers,,
5395,Pharamond,La Harpe (Jean François de),tragédie,,5,vers,,
5821,Pharamond,Cahusac (Louis de),tragédie,,5 actes,vers,,
5396,Phèdre et Hippolyte ou Phèdre,Racine (Jean),tragédie,,5,vers,,14 août 1765
5170,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),comédie,,1,prose,X,
5171,Philinte de Molière ou la Suite du Misanthrope (Le),Fabre d'Églantine (Philippe-François-Nazaire),comédie,,5,vers,,
5397,Philoctète,Châteaubrun (Jean-Baptiste Vivien de),tragédie,,5,vers,,
5398,Philoctète,La Harpe (Jean François de),tragédie,,3,vers,,
5172,Philosophe marié ou le Mari honteux de l'être (Le),Destouches,comédie,,5,vers,,1e mars 1755
5173,Philosophe sans le savoir (Le),Sedaine (Michel-Jean),comédie,,5,prose,,16 juin 1783
5293,Philosophes (Les ),Palissot de Montenoy (Charles),comédie,,3,vers,,
5783,Philosophes amoureux (Les),Destouches (Philippe Néricault dit),comédie,,5 actes,vers,,
5822,Phocion ,Campistron (Jean Galbert de),tragédie,,5 actes,vers,,2 MAI 1760
5020,Physicienne (La),"La Montagne (Pierre, baron de)",comédie,,1,vers,,
5399,Pierre le cruel,Belloy (Pierre Laurent de),tragédie,,5,vers,,
5400,Pierre le Grand,Dorat (Claude-Joseph),tragédie,,5,vers,,
5635,Pierre Philosophale (La),Corneille (Thomas) ; Donneau de Visé (Jean),comédie,,5 actes,,X,20 mai 1772
5784,Pipeurs ou les Femmes coquettes (Les),Poisson (Raymond),comédie,,5 actes,vers,,1e décembre 1779
5294,Plaideurs (Les),Racine (Jean),comédie,,5,vers,,
5174,Plaisir (Le),Marchadier (Abbé),comédie,,1,vers libres,X,
5823,Plutus,Legrand (Marc-Antoine),comédie,,3 actes,vers,X,
5724,Point d'honneur (Le),Lesage (Alain-René),comédie,,5 actes,prose,,
5826,Polixène,La Fosse (Antoine de),tragédie,,5 actes,vers,,
5824,Polydore,Pellegrin (Simon-Joseph),tragédie,,5 actes,vers,,
5401,"Polyeucte, martyr ",Corneille (Pierre),tragédie,,5,vers,,
5825,Polymneste ou Polymnestre,Genest (Charles-Claude),tragédie,,5 actes,vers,,
5175,Port de mer (Le),Boindin (Nicolas),comédie,,1,prose,X,
5176,Portrait ou le Danger de tout dire (Le),Brousse-Desfaucherets (Jean-Louis),comédie,,1,vers,,
5725,Pouvoir de la sympathie (Le),Boissy (Louis de),comédie,,3 actes,vers,,
5295,Précieuses ridicules (Les),Molière (Jean-Baptiste Poquelin dit) ,comédie,,1,prose,X,
5177,Préjugé à la mode (Le),La Chaussée (Pierre-Claude),comédie,,5,vers,,
5178,Préjugé vaincu (Le),Marivaux (Pierre de),comédie,,1,prose,,
5179,Présomptueux ou l'Heureux imaginaire (Le),Fabre d'Églantine (Philippe-François-Nazaire),comédie,,5,vers,,
5726,Prince de Noisy (Le),Aigueberre (Jean Dumas d'),comédie héroïque,X,3 actes,prose,X,
5021,Princesse d'Élide (La),Molière (Jean-Baptiste Poquelin dit) ,comédie-ballet,X,5,prose,X,
5180,Prix académique (Le),Parisau (Pierre-Germain),comédie,,1,vers,,
5727,Prix de l'arquebuse (Le),Dancourt (Florent Carton dit),comédie,,1 acte,prose,X,
5728,Procès des Sens (Le),Fuzelier (Louis),comédie,,1 acte,vers,,
5181,Procureur arbitre (Le),Poisson (Philippe),comédie,,1,vers,,
5636,Provençale (La),Anonyme,comédie,,1 acte,,,
5637,Prude du temps (La),"Palaprat (Jean de, sieur de Bigot)",comédie,,5 actes,vers,,
5827,Psyché,Molière (Jean-Baptiste Poquelin dit),tragédie,X,5 actes,vers,X,
5638,Psyché de village (La),Guérin d'Estriché (Nicolas-Armand-Martial),comédie,X,4 actes,prose,X,
5022 et 1344,Pupille (La ),Fagan (Barthélemy-Christophe),comédie,,1,prose,X,
5402,Pygmalion,Rousseau (Jean-Jacques),scène lyrique,,,prose,x,
5403,Pygmalion,Poinsinet de Sivry (Louis),comédie,,1,prose,,
5404,Pyrame et Thisbé,Mauduit-Larive (Jean),scène lyrique,,2,prose,x,30 octobre 1775
5828,Pyrame et Thisbé,Pradon (Nicolas),comédie,,5 actes,vers,,13 décembre 1760
5405,Pyrrhus,Crébillon (Prosper Jolyot de),tragédie,,5,vers,,2 juin 1783
5406,Quartier d'hiver (Le),Bret (Antoine) ; Godard d'Aucour (Claude) ; Villaret (Claude) ,comédie,,1,prose,X,
5182,Quiproquo (Le),Molé (François-René),comédie,,1,prose,,22 avril 1726
5829,Ragotin ou le Roman comique,La Fontaine (Jean de),comédie,,5 actes,vers,,4 décembre 1744
5729,Rajeunissement inutile (Le),"La Grange (ou Lagrange, Nicolas [de])",comédie,,3 actes,vers,X,
5639,Rapinière ou l'intéressé (La),"Robbe, Jacques",comédie,,5 actes,vers,,
5407,"Raymond V, comte de Toulouse ou le Troubadour",Sedaine (Michel-Jean),comédie héroïque,,5,prose,,
5023,Réconciliation normande (La),Du Fresny (Charles),comédie,,5,vers,,
5024,Réduction de Paris (La),Desfontaines (François-Georges),pièce héroïque,,3,prose,,22 septembre 1789
5408,Régulus,Dorat (Claude-Joseph),tragédie,,3,vers,,
5830,Régulus,Pradon (Nicolas),tragédie,,5 actes,vers,,
5785,Réjouissances publiques ou le Gratis (Les),L'Affichard (Thomas); Allainval (Léonor-Jean-Christine Soulas d'),comédie,,1 acte,prose,X,31 juillet 1773
5831,Renaud et Armide,Dancourt (Florent Carton dit),comédie,,1 acte,prose,X,
5640,"Rencontre imprévue, ou la Surprise des amants (La)",L'Affichard (Thomas),comédie,,3 actes,prose,,
5730,Rendez-vous (Le),La Fontaine (Jean de),comédie,,1 acte,vers,,
5731,Rendez-vous des Tuileries ou le Coquet trompé (Le),Baron (Michel Boyron dit),comédie,X,3 actes,prose,X,
5183,Rendez-vous du mari ou le Mari à la mode (Le),André-Murville (Pierre-Nicolas),comédie,,1,vers,,
5184,Rendez-vous ou l'Amour supposé (Le),Fagan (Barthélemy-Christophe),comédie,,1,vers,,
5641,Répétition (La) ,Baron (Michel Boyron dit),comédie,,1 acte,,,
5297,Réputations (Les),"Bièvre (François-Georges Maréchal, marquis de)",comédie,,5,vers,,
5025,Ressemblance (La),Forgeot (Nicolas-Julien),comédie,,3,vers,,
5732,Retour de l'Ombre de Molière (Le),Voisenon (Claude-Henri de Fusée de),comédie,,1 acte,vers,,23 janvier 1788
5185,Retour des officiers (Le),Dancourt (Florent Carton dit) ,comédie,,1,prose,X,
5186,Retour du mari (Le),Ségur (Joseph-Alexandre de),comédie,,1,vers,,
5187,Retour imprévu (Le),Regnard (Jean-François),comédie,,1,prose,,
5643,Réunion des amours (La),Marivaux (Pierre de),comédie héroïque,,1 acte,prose,,
5733,Réveil d'Épiménide (Le),Poisson (Philippe),comédie,x,3 actes,vers,,
5188,Réveil d'Épiménide à Paris (Le),Carbon de Flins Des Oliviers (Claude-Marie-Louis-Emmanuel),comédie,,1,vers,,
5409,Rhadamiste et Zénobie,Crébillon (Prosper Jolyot de),tragédie,,5,vers,,
5410,Richard III,Durosoy (Barnabé Farmian),tragédie,,5,vers,,
5411,Rienzi,Laignelot (Joseph François),tragédie,,5,vers,,23 janvier 1711
4988,Rival de lui-même ou la Fête interrompue (Le),La Chaussée (Pierre-Claude),comédie,X,1,vers libres,X,6 juillet 1781
5734,Rival de son maître (Le),Anonyme,comédie,,5 actes,vers,,2 mars 1791
5735,Rival secrétaire (Le),Desforges,comédie,x,1 acte,vers,,
5189,Rival supposé (Le),Saint-Foix (Germain-François Poullain de),comédie,,1,prose,,
5026,Rivale suivante (La),Rousseau (Pierre de Toulouse),comédie,x,1,vers,,
5298,Rivaux (Les),Imbert (Barthélemy),comédie,,5,vers,,
5299,Rivaux amis (Les),Forgeot (Nicolas-Julien),comédie ,,1,vers,,
5786,Rivaux d'eux-mêmes (Les),Anonyme,comédie,,1 acte,vers,,18 décembre 1787
5412,"Rodogune ou Rodogune, princesse des Parthes",Corneille (Pierre),tragédie,,5,vers,,13 novembre 1782
5190,Roi de Cocagne (Le),Legrand (Marc-Antoine),comédie,X,3,vers libres,X,
5191,Roi Lear (Le),Ducis (Jean-François),tragédie,,5,vers,,
5413,Rome sauvée ou Catilina ou Rome Sauvée,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,
5414,Roméo et Juliette,Ducis (Jean-François),tragédie,,5,vers,,
5832,Romulus,La Motte (Antoine Houdar de),tragédie,,5 actes,vers,,24 février 1752
5415,Rosaline et Floricourt,Ségur (Joseph-Alexandre de),comédie,,3,vers libres,,27 juillet 1772
5416,Roséïde ou l'Intrigant,Dorat (Claude-Joseph),comédie,,5,vers,,
5417,Roxelane et Mustapha,Simonet de Maisonneuve (Louis-Jean-Baptiste),tragédie,,5,vers,,17 novembre 1787
5644,Rue Saint-Denis (La),Champmeslé (Charles Chevillet dit),comédie,,1 acte,prose,,2 octobre 1779
5027,Rupture ou le Malentendu (La),"Delorme (Madame, pseudonyme de Marc-Antoine Legrand)",comédie,,1,vers,,6 juin 1785
5028,Ruse inutile (La),"Rousseau (Pierre, de Toulouse)",comédie,,1,vers libres,,
5300,Ruses d'Amour (Les),Poisson (Philippe),comédie,,3,vers,,
5833,Sabinus et Éponine,Richer (Henri),tragédie,,5 actes,vers,,
5192,Sage étourdi (Le) ou L'Homme indépendant,Boissy (Louis de),comédie,,3,vers,,30 avril 1736
5834,Sancho Pança,Du Fresny (Charles),comédie,,3 actes,prose,X,
5835,Sancho Pança gouverneur,Dancourt (Florent Carton dit),comédie,,5 actes,vers,X,1745-07-14
5193,Satirique ou l'Homme dangereux (Le),Palissot de Montenoy (Charles),comédie,,3,vers,,
5836,Saül,Nadal (Augustin),tragédie,,5 actes,vers,,
5418,Scanderberg,Dubuisson (Pierre-Ulric),tragédie,,5,vers,,
5419 et 5837,Scévole,Du Ryer (Pierre),tragédie,,5,vers,,
5838,Scipion l'Africain,Pradon (Nicolas),tragédie,,5 actes,vers,,9 mai 1786
5301,Scythes (Les),Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,
5736,"Second chapitre du ""Diable boiteux"" (Le)",Dancourt (Florent Carton dit),comédie,X,2 actes,prose,X,
5029,Seconde surprise de l'amour (La),Marivaux (Pierre de),comédie,,3,prose,,26 mars 1767
5737,Secret révélé (Le),"Palaprat (Jean de, sieur de Bigot)",comédie,,1 acte,prose,,
5194,Séducteur (Le),"Bièvre (François-Georges Maréchal, marquis de)",comédie ,,5,vers,,
5738,Semblable à soi-même (Le),Montfleury (Antoine Jacob dit),comédie,,1 acte,vers,,
5420,Sémiramis,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,
5839,Sémiramis,Gomez (Madeleine-Angélique de),tragédie,,5 actes,vers,,
5840,Sémiramis,Crébillon (Prosper Jolyot de),tragédie,,5 actes,vers,,29 août 1748
5030,Sérénade (La),Regnard (Jean-François),comédie,,1,prose,X,
5787,Serments indiscrets (Les),Marivaux (Pierre de),comédie,,5 actes,prose,,
5421,Sertorius,Corneille (Pierre),tragédie,,5,vers,,
5841,Sésostris,Longepierre (Hilaire-Bernard de),tragédie,,5 actes,vers,,
5422,Sganarelle ou le Cocu imaginaire,Molière (Jean-Baptiste Poquelin dit) ,comédie,,1,vers,,
5195,Sicilien ou l'Amour peintre (Le),Molière (Jean-Baptiste Poquelin dit) ,comédie-ballet,,1,prose,X,
5423,Sidney,Gresset (Jean-Baptiste-Louis),comédie,,3,vers,,
5196,Siège de Calais (Le),Belloy (Pierre Laurent de),tragédie,,5, vers,,
5788,Sœurs rivales (Les),Anonyme,comédie,,1 acte,vers,,3 mai 1745
5031,Soirée d'une vieille femme (La),Lourdet de Santerre (Jean-Baptiste),comédie,,2,prose,,
5842,Soliman,"La Tuillerie La Tuillerie (Jean-François Juvenon de La Tuillerie, dit)",tragédie,,5 actes,vers,,
5197,Somnambule (Le),"Pont-de-Veyle (Antoine de Fériol, comte de)",comédie,,1,prose,,
5424,Sophonisbe,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,
5843,Sophonisbe,La Grange-Chancel (François-Joseph de),tragédie,,5 actes,vers,,
5865,Sophonisbe,Corneille (Pierre),tragédie,,5 actes,vers,,15 janvier 1774
5739,Sot toujours sot ou le Marquis paysan (Le),Brueys (David-Augustin de),comédie,,1 acte,prose,,
5337,Soubrettes (Les),Laujon (Pierre),comédie,,5,prose,,
5302,Souhaits pour le roi (Les),Valois d'Orville (Adrien-Joseph de) ; Dubois,comédie,,1,vers libres,X,
5198,Souper magique ou les Deux siècles (Le),André-Murville (Pierre-Nicolas),comédie épisodique,,1,vers,x,24 SEPTEMBRE 1777
5740,Souper mal apprêté (Le),"Hauteroche (Noël Lebreton, sieur de)",comédie,,1 acte,vers,,30 août 1745
5425,Spartacus,Saurin (Bernard-Joseph),tragédie,,5,vers,,
5844,Stilicon,Corneille (Thomas),tragédie,,5 actes,vers,,
5645,Suivante désintéressée (La),Audierne (Jacques),comédie,X,1 acte,prose,,20 février 1760
5845,"Suréna, général des Parthes",Corneille (Pierre),tragédie,,5 actes,vers ,,
5032,Surprise de l'amour (La),Marivaux (Pierre de),comédie,,3,prose,,
5741,Talisman (Le),La Motte (Antoine Houdar de),comédie,,1 acte,prose,X,
5199,Tambour nocturne ou le Mari devin (Le),Destouches,comédie,,5,prose,,
5426,Tancrède,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,
5033,Tarentule (La),Martel,comédie,,1,prose,X,
5846,Tarquin,Pradon (Nicolas),tragédie,,5 actes,vers,,3 septembre 1760
5427,Tartuffe ou l'Imposteur,Molière (Jean-Baptiste Poquelin dit) ,comédie,,5,vers,,
5847,Téglis,Morand (Pierre de),tragédie,,5 actes,vers,,
5848,Téléphonte,La Chapelle (Jean de),tragédie,,5 actes,vers,,
5742,Temps présent ou le Triomphe du temps présent (Le),Legrand (Marc-Antoine),comédie,,1 acte,prose,X,
5428,Térée,Le Mierre (Antoine-Marin) ,tragédie,,5,vers,,
5429,Térée et Philomèle,Renou (Antoine),tragédie,,5,vers,,
5430,Théagène ou Théagène et Cariclée,Dorat (Claude-Joseph),tragédie,,5,vers,,25 mai 1761
5646,Thébaïde ou les Frères ennemis (La),Racine (Jean),tragédie,,5 actes,vers,,3 juillet 1773
5849,Thélamire,Lebrun (Denise),tragédie,,5 actes,vers,,2 mars 1763
5850,Thésée,La Fosse (Antoine de),tragédie,,5 actes,vers,,
5852,Tibère,Pellegrin (Simon-Joseph),tragédie,,5 actes,vers,,
5431,Tibère et Sérénus,Fallet (Nicolas),tragédie,,5,vers,,
5432,Timoléon,La Harpe (Jean François de),tragédie,,5,vers,,
5853,Timon,"Brécourt (Guillaume Marcoureau, sieur de Brécourt, dit)",comédie,,1 acte,vers,,23 août 1782
5855,Tiridate,Campistron (Jean Galbert de) ,tragédie,,5 actes,vers,,1e août 1764
5647,Toison d'or (La),Corneille (Pierre),tragédie,X,5 actes,vers,X,
5201,Tombeau de Désilles (Le),Desfontaines (François-Georges),pièce,,1,prose,,
5851,Tomyris,Barbier (Marie-Anne),tragédie,,5 actes,vers,,
5854,Tontine (La),Lesage (Alain-René),comédie,,1 acte,prose,,03 DECEMBRE 1790
5648,Tragédie en prose ou la Tragédie extravagante (La),Auvigny (Jean du Castre d'),comédie,,1 acte,prose,X,
5649,Trahison punie (La),Dancourt (Florent Carton dit),comédie,,5 actes,vers,,
5202,Tribunal de l'amour (Le),Landon (Joseph),comédie,,1,vers libres,X,
5743,Triomphe de l'hiver (Le),Anonyme,comédie,,1 acte,prose,,
5203,Triomphe du temps (Le),Legrand (Marc-Antoine),divertissement comique,X,3,prose,X,
5204 et 1346,Triple mariage (Le),Destouches,comédie,,1,prose,X,
5205,Triumvirat ou la Mort de Cicéron (Le),Crébillon (Prosper Jolyot de),tragédie,,5,vers,,
5303 et 1347,Trois cousines (Les),Dancourt (Florent Carton dit) ,comédie,X,3,prose,X,7 JUILLET 1716
5304 et 1345,Trois frères rivaux (Les),La Font (Joseph de),comédie,,1,vers,,20 DECEMBRE 1754
5305,Trois Gascons (Les),Boindin (Nicolas) ; La Motte (Antoine Houdar de),comédie,,1,prose,X,18 octobre 1700
5306,Trois noces (Les),Dezède (Nicolas),comédie champêtre ,,1,prose,x,4 FEVRIER 1713
5789,"Trois spectacles (Les) ou Polixène, tragédie, L'Avare amoureux, comédie et Pan et Doris, pastorale héroïque",Aigueberre (Jean Dumas d'),tragédie-comédie-pastorale héroïque,X,3 actes,prose / vers,X,4 JUIN 1701
5307,Troyennes (Les),Châteaubrun (Jean-Baptiste Vivien de),tragédie,,5,vers,,23 février 1790
5433,Turcaret,Lesage (Alain-René),comédie,,5,prose,,
5206 et 5207,Tuteur amoureux (Le) ou Le Tuteur,Dancourt (Florent Carton dit) ,comédie,,1,prose,,11 mars 1754
5208,Tuteur dupé (Le) ou La Maison à deux portes,Cailhava de L'Estandoux (Jean-François),comédie,,5,prose,,14 février 1709
5308,Tuteurs (Les) ou Les Trois tuteurs,Palissot de Montenoy (Charles),comédie,,2,vers,,
5790,Tyndarides (Les),Danchet (Antoine),tragédie,,5 actes,vers,,
5580,Usurier (L'),Corneille (Thomas) ; Donneau de Vizé (Jean),comédie,,5 actes,vers,,2 août 1754
5354,Usurier gentilhomme (L'),Legrand (Marc-Antoine),comédie,,1,prose,X,
5791,Usuriers (Les),Anonyme,comédie,,1 acte,vers,,
5309,Vacances (Les),Dancourt (Florent Carton dit) ,comédie,,1,prose,X,
5856,Valérien,Riupeirous (Théodore de),tragédie,,5 actes,vers,,
5034,Valet maître (Le),Moissy (Alexandre-Guillaume de),comédie,,3,vers,,31 août 1696
5310,Valets maîtres de la maison ou le Tour de carnaval (Les),Rochon de Chabannes (Marc-Antoine-Jacques),comédie,,1,prose,,
5434,"Vanda, reine de Pologne",Linant (Nicolas-Michel),tragédie,,5,vers,,
5435,Varon,"Grave (Jean Hyacinthe, vicomte de)",tragédie,,5,vers,,11 février 1768
5857,Varron,Dupuy,comédie,,5 actes,vers,,17 mai 1747
5744,Veau perdu (Le) ,La Fontaine (Jean de),comédie,,1 acte,prose,,20 décembre 1751
5436,Venceslas,Rotrou (Jean de),tragédie,,5,vers,,
5311,Vendanges de Suresnes (Les),Dancourt (Florent Carton dit) ,comédie,,1,prose,X,
5650,Vengeance de l'amour (La),Jolly (François-Antoine),comédie,,5 actes,vers,,
5437,Venise sauvée,La Place (Pierre-Antoine de),tragédie,,5,vers,,15 octobre 1695
5745,Vert galant (Le),Dancourt (Florent Carton dit),comédie,,1 acte,prose,X,
5209,Veuvage trompeur (Le),La Place (Pierre-Antoine de),comédie,,3,vers,,5 décembre 1746
5035,Veuve (La),Collé (Charles),comédie,,1,prose,,
5651,Veuve (La),Champmeslé (Charles Chevillet dit),comédie,,1 acte,prose,,
5036,Veuve du Malabar ou l'Empire des coutumes (La),Le Mierre (Antoine-Marin) ,tragédie,,5,vers,,
5312,Victimes cloîtrées (Les),Boutet de Monvel (Jacques-Marie) ,drame,,4,prose,,
5746,"Vieillard couru ou les Différents caractères des femmes (Le)
",Donneau de Vizé (Jean),comédie,,5 actes,prose,,
5210,Vieux célibataire (Le),Collin d'Harleville (Jean-François),comédie,,5,vers,,
5211,Vieux garçon (Le),Dubuisson (Pierre-Ulric),comédie,,5,vers,,
5212,Vindicatif (Le),Dudoyer de Gastels (Gérard),drame,,5,vers libres,,24 FEVRIER 1792
5438,Virginie,La Harpe (Jean François de),tragédie,,5,vers,,16 DECEMBRE 1782
5858,Virginie,Campistron (Jean Galbert de),tragédie,,5 actes,vers,,2 JUILLET 1774
5439,Virginie ou la Destruction des Décemvirs,Doigny du Ponceau,tragédie,,3,vers,,11 juillet 1786
5792,Visionnaires (Les),Desmarets de Saint-Sorlin (Jean),comédie,,5 actes,vers,,
5313,Visites du jour de l'an (Les),Vadé (Jean-Joseph),comédie,,1,vers libres,X,31 août 1791
5037,Vivacité à l'épreuve (La),Vigée (Louis-Jean-Baptiste-Étienne),comédie,,3,vers,,
5747,Voleur ou Titapapouf (Le),"Longchamp (Charlotte Legrand, épouse Pitel de)",comédie,,1 acte,prose,,3 janvier 1749
5859,"Vononez, roi des Parthes",Belin (François),tragédie,,5 actes,vers,,
5652,Vraie Didon ou La Didon chaste (La),Boisrobert (François Le Métel de),tragédie,,5 actes,vers,,
5440,Washington ou la Liberté du Nouveau monde,Billardon de Sauvigny (Edme-Louis),tragédie,,4,vers,,
5860,Xerxès ou Xercès,Crébillon (Prosper Jolyot de),tragédie,,5 actes,vers,,
5861,Zaïde,La Chapelle (Jean de),tragédie,,5 actes,vers,,13 juillet 1791
5441,Zaïre,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,
5442,Zarès,Palissot de Montenoy (Charles),tragédie,,5,vers,,
5443,Zarucma,Cordier de Saint-Firmin (Edmond),tragédie,,5,vers,,13 août 1732
5444,Zélide ou l'Art d'aimer et l'art de plaire,Renout (Jean-Julien-Constantin),comédie,,1,vers libres,X,3 juin 1751
5445,Zelmire,Belloy (Pierre Laurent de),tragédie,,5,vers,,17 mars 1762
5862,"Zélonide, princesse de Sparte",Genest (Charles-Claude),tragédie,,5 actes,vers,,26 juin 1755
5446,Zénéïde,Cahusac (Louis de),comédie,,1,vers,X,6 mai 1762
5863,Zénobie,Anonyme,tragédie,,5 actes,vers,,
5447,Zoraï ou les Insulaires de Nouvelle-Zélande,Marignié (Jean-Étienne-François),tragédie,,5,vers,,13 mai 1743
5448,Zulica,Dorat (Claude-Joseph),tragédie,,5,vers,,
5449,Zulime,Voltaire (François-Marie Arouet dit),tragédie,,5,vers,,5 octobre 1782
5450,Zuma,Lefèvre (Pierre-François-Alexandre),tragédie,,5,vers,,7 janvier 1760
,,,,,,,,8 juin 1740
,,,,,,,,22 janvier 1777